taxon,evc.class.code
Anthemis ruthenica,COR+PAR
Anthemis samariensis,ASP
Anthemis scopulorum,CRI
Anthemis secundiramea subsp. secundiramea,CRI
Anthemis secundiramea subsp. urvilleana,CRI
Anthemis virescens,FES
Anthemis werneri,CRI
Anthericum liliago,FES+ONO
Anthericum ramosum,FES+GER
Anthoceros agrestis,ISO
Anthoceros punctatus,ISO
Anthoxanthum amarum,EPI
Anthoxanthum aristatum,COR+PAR+TUB
Anthoxanthum maderense,SAC
Anthoxanthum nipponicum,TRI
Anthoxanthum odoratum,BUL+COR+PIL
Anthoxanthum ovatum subsp. macranthum,TUB
Anthoxanthum ovatum subsp. ovatum,PAR+TUB
Anthriscus caucalis,EPI+SIS
Anthriscus cerefolium,EPI
Anthriscus nitidus,EPI+FAG
Anthriscus sylvestris subsp. alpinus,THL
Anthriscus sylvestris subsp. fumarioides,THL
Anthriscus sylvestris subsp. nemorosus,EPI
Anthriscus sylvestris subsp. stenophyllus,EPI
Anthriscus sylvestris subsp. sylvestris,MOL
Anthriscus tenerrimus,FAG
Anthyllis aegaea,CRI
Anthyllis aurea,SES
Anthyllis barba-jovis,CRI
Anthyllis cornicina,TUB
Anthyllis cytisoides,ROS
Anthyllis hamosa,TUB
Anthyllis hermanniae,GEN+ROS
Anthyllis hystrix,CRI
Anthyllis lagascana,ROS
Anthyllis lemanniana,SAC
Anthyllis lotoides,TUB
Anthyllis montana subsp. jacquinii,FES
Anthyllis montana subsp. montana,ONO
Anthyllis onobrychioides,ROS
Anthyllis polycephala,ROS
Anthyllis ramburii,ROS
Anthyllis rupestris,ROS
Anthyllis tejedensis subsp. plumosa,ROS
Anthyllis tejedensis subsp. tejedensis,ROS
Anthyllis terniflora,ROS
Anthyllis vulneraria subsp. alpicola,SES
Anthyllis vulneraria subsp. argyrophylla,ROS
Anthyllis vulneraria subsp. arundana,ROS
Anthyllis vulneraria subsp. balearica,ROS
Anthyllis vulneraria subsp. carpatica,FES
Anthyllis vulneraria subsp. corbierei,ULI
Anthyllis vulneraria subsp. gandogeri,ROS
Anthyllis vulneraria subsp. guyotii,SES
Anthyllis vulneraria subsp. iberica,JUN
Anthyllis vulneraria subsp. maura,ROS
Anthyllis vulneraria subsp. microcephala,ROS
Anthyllis vulneraria subsp. polyphylla,FES
Anthyllis vulneraria subsp. pseudoarundana,IND
Anthyllis vulneraria subsp. pseudovulneraria,FES
Anthyllis vulneraria subsp. pulchella,FES
Anthyllis vulneraria subsp. rubriflora,ONO
Anthyllis vulneraria subsp. sampaioana,FES
Anthyllis vulneraria subsp. valesiaca,TRI
Anthyllis vulneraria subsp. versicolor,FES
Anthyllis vulneraria subsp. vulneraria,FES
Anthyllis vulneraria subsp. vulnerarioides,ONO
Anthyllis vulneraria subsp. weldeniana,FES
Anthyllis X media,ROS
Antinoria agrostidea subsp. agrostidea,PHR
Antinoria agrostidea subsp. annua,ISO
Antinoria agrostidea subsp. natans,LIT
Antinoria insularis,ISO
Antirrhinum australe,CYM
Antirrhinum barrelieri subsp. litigiosum,CYM
Antirrhinum braun-blanquetii,ASP
Antirrhinum charidemi,ASP
Antirrhinum graniticum subsp. boissieri,CYM
Antirrhinum graniticum subsp. graniticum,PHA
Antirrhinum graniticum subsp. onubensis,PHA
Antirrhinum grosii,ASP
Antirrhinum hispanicum subsp. hispanicum,PHA
Antirrhinum hispanicum subsp. mollissimum,ASP
Antirrhinum latifolium,ASP
Antirrhinum litigiosum,ASP
Antirrhinum majus subsp. cirrhigerum,QUI
Antirrhinum majus subsp. linkianum,ASP
Antirrhinum majus subsp. majus,CYM
Antirrhinum majus subsp. tortuosum,CYM
Antirrhinum meonanthum,CYM
Antirrhinum microphyllum,ASP
Antirrhinum molle,ASP
Antirrhinum pertegasii,ASP
Antirrhinum pulverulentum,ASP
Antirrhinum sempervirens,ASP
Antirrhinum siculum,ASP+CYM
Antirrhinum subbaeticum,ASP
Antirrhinum valentinum,ASP
Antitrichia californica,PUB
Apera interrupta,COR+TUB
Apera spica-venti,PAR
Aphanes australis,PAR+SED+TUB
Aphanes cornucopioides,TUB
Aphanes maroccana,TUB
Aphanes microcarpa,TUB
Aphanes minutiflora,TUB
Aphyllanthes monspeliensis,ROS
Apium graveolens,SAG
Aplodon wormskioldii,SCH
Apollonias barbujana,LAU
Aposeris foetida,FAG
Aquilegia alpina,SES
Aquilegia atrata,ERI
Aquilegia aurea,MUL
Aquilegia barbaricina,POP
Aquilegia bertolonii,THL
Aquilegia champagnatii,ASP
Aquilegia cremnophila,ASP
Aquilegia dinarica,ASP
Aquilegia einseleana,THL
Aquilegia grata,ASP+THL
Aquilegia kitaibelii,ASP
Aquilegia litardierei,SIL
Aquilegia nugorensis,POP
Aquilegia nuragica,ADI
Aquilegia ottonis subsp. amaliae,ASP
Aquilegia ottonis subsp. ottonis,ASP
Aquilegia ottonis subsp. taygetea,ASP
Aquilegia pancicii,ASP
Aquilegia pyrenaica subsp. cazorlensis,THL
Aquilegia pyrenaica subsp. discolor,SES
Aquilegia pyrenaica subsp. guarensis,THL
Aquilegia pyrenaica subsp. pyrenaica,SES+THL
Aquilegia thalictrifolia,ASP
Aquilegia transsilvanica,FES
Aquilegia vestinae,MOL
Aquilegia viscosa subsp. montsicciana,THL
Aquilegia vulgaris subsp. dichroa,GER
Aquilegia vulgaris subsp. hispanica,GER
Aquilegia vulgaris subsp. nevadensis,MUL
Aquilegia vulgaris subsp. nigricans,FAG
Aquilegia vulgaris subsp. paui,THL
Aquilegia vulgaris subsp. vulgaris,FAG
Arabidopsis arenosa subsp. arenosa,COR+SED
Arabidopsis arenosa subsp. borbasii,ASP
Arabidopsis halleri subsp. halleri,MOL
Arabidopsis halleri subsp. ovirensis,MOL
Arabidopsis pedemontana,ASP
Arabidopsis petraea,ASP
Arabidopsis thaliana,PAR+SED
Arabis allionii,MUL
Arabis alpina subsp. alpina,THL
Arabis alpina subsp. caucasica,THL
Arabis auriculata,SED+TUB
Arabis brassica,FAG
Arabis bryoides,ASP
Arabis caerulea,THL
Arabis ciliata,SES
Arabis collina,PUB
Arabis ferdinandi-coburgii,THL
Arabis hirsuta,FES+GER
Arabis hornungiana,ASP
Arabis nova subsp. iberica,TUB
Arabis nova subsp. nova,ART+TRA
Arabis planisiliqua subsp. nemorensis,MOL
Arabis planisiliqua subsp. planisiliqua,FES
Arabis procurrens,FAG
Arabis purpurea,CYP
Arabis rosea,RUM
Arabis sadina,ASP
Arabis sagittata,FES
Arabis scabra,ASP
Arabis scopoliana,ASP+SES+THL
Arabis serpillifolia,ASP
Arabis soyeri subsp. soyeri,THL
Arabis soyeri subsp. subcoriacea,MON
Arabis stellulata,ASP
Arabis stenocarpa,GER
Arabis sudetica,MUL
Arabis verna,TRA
Arabis vochinensis,SES
Arachniodes webbiana,LAU
Arbutus andrachne,QUI
Arbutus canariensis,LAU
Arbutus unedo,QUI
Arceuthobium azoricum,AZO
Arceuthobium oxycedri,PUB+QUI
Archidium alternifolium,ISO
Arctium lappa,ART
Arctium minus,ART
Arctium nemorosum,EPI
Arctoa andersonii,HER
Arctoa fulvella,HER
Arctoa hyperborea,HER
Arctostaphylos alpina,LOI
Arctostaphylos uva-ursi subsp. uva-ursi,ONO+PIC+SAB+SAX
Aremonia agrimonoides,FAG+PUB
Arenaria aegaea,SAG
Arenaria aggregata subsp. aggregata,IND+ONO
Arenaria aggregata subsp. pseudoarmeriastrum,ROS
Arenaria alfacarensis,ROS
Arenaria arcuatociliata,ROS
Arenaria armerina subsp. armerina,IND
Arenaria armerina subsp. caesia,ROS
Arenaria balearica,POD
Arenaria bertolonii,ASP+THL
Arenaria biflora,HER
Arenaria capillipes,TRA
Arenaria cavanillesiana,ROS
Arenaria cephalotes,FES
Arenaria cerastioides,CHE
Arenaria ciliata subsp. bernensis,KOB
Arenaria ciliata subsp. ciliata,KOB
Arenaria cinerea,ONO
Arenaria conferta subsp. conferta,THL
Arenaria conferta subsp. serpentini,THL
Arenaria conimbricensis subsp. conimbricensis,TUB
Arenaria conimbricensis subsp. viridis,SAG
Arenaria controversa,COR
Arenaria cretica,ASP
Arenaria delaguardiae,ROS
Arenaria emarginata,TUB
Arenaria erinacea,ONO
Arenaria filicaulis subsp. filicaulis,ASP
Arenaria filicaulis subsp. graeca,ASP
Arenaria filicaulis subsp. teddii,ASP
Arenaria fontqueri,ONO
Arenaria fragillima,ASP
Arenaria gionae,ASP
Arenaria gothica,BID
Arenaria gracilis,ASP+SES
Arenaria grandiflora subsp. bolosii,THL
Arenaria grandiflora subsp. grandiflora,ONO
Arenaria grandiflora subsp. incrassata,ONO
Arenaria guicciardii,DAP
Arenaria gypsophiloides,ASP
Arenaria halacsyi,ASP
Arenaria hispanica,CHE
Arenaria humifusa,ASP
Arenaria huteri,ASP
Arenaria imbricata,IND
Arenaria koriniana,FES
Arenaria leptoclados,FES+SED+TRA
Arenaria leucadia,TRA
Arenaria longifolia,FES
Arenaria lychnidea,ASP
Arenaria marschlinsii,COR+TRI
Arenaria modesta subsp. modesta,TRA
Arenaria modesta subsp. tenuis,TUB
Arenaria moehringioides,TRI
Arenaria montana subsp. intricata,QUI
Arenaria montana subsp. montana,QUE
Arenaria multicaulis,SES
Arenaria muralis,ASP
Arenaria nevadensis,HER
Arenaria norvegica subsp. anglica,THL
Arenaria norvegica subsp. norvegica,THL
Arenaria obtusiflora subsp. ciliaris,TRA+TUB
Arenaria obtusiflora subsp. obtusiflora,TRA
Arenaria orbicularis,ASP
Arenaria oscensis,ONO
Arenaria peloponnesiaca,CRI
Arenaria phitosiana,CRI
Arenaria pomelii,TRA
Arenaria procera subsp. procera,FES
Arenaria procera subsp. pubescens,FES
Arenaria pseudofrigida,THL
Arenaria pungens,IND
Arenaria purpurascens,SES
Arenaria querioides,IND
Arenaria racemosa,ROS
Arenaria retusa subsp. arundana,TUB
Arenaria retusa subsp. retusa,TRA
Arenaria rhodopaea,ASP
Arenaria rigida,COR
Arenaria rotundifolia,THL
Arenaria saponarioides,DAP
Arenaria serpyllifolia,SED+TRA
Arenaria tetraquetra subsp. amabilis,IND
Arenaria tetraquetra subsp. murcica,ROS
Arenaria tetraquetra subsp. tetraquetra,ONO
Arenaria tomentosa,ROS
Arenaria valentina,LYG
Arenaria vitoriana,ONO
Arenaria X decipiens,LYG
Argusia sibirica,AMM
Argyranthemum adauctum subsp. adauctum,LAU
Argyranthemum adauctum subsp. canariense,CAN
Argyranthemum adauctum subsp. dugourii,CAN
Argyranthemum adauctum subsp. erythrocarpon,LAU
Argyranthemum adauctum subsp. gracile,CAN
Argyranthemum adauctum subsp. jacobaeifolium,LAU
Argyranthemum adauctum subsp. palmense,LAU
Argyranthemum broussonetii subsp. broussonetii,LAU
Argyranthemum broussonetii subsp. gomerense,LAU
Argyranthemum callichrysum,OLE
Argyranthemum coronopifolium,OLE
Argyranthemum dissectum,OLE
Argyranthemum escarrei,OLE
Argyranthemum filifolium,OLE
Argyranthemum foeniculaceum,OLE
Argyranthemum frutescens subsp. canariae,KLE
Argyranthemum frutescens subsp. foeniculaceum,KLE
Argyranthemum frutescens subsp. frutescens,OLE+PEG
Argyranthemum frutescens subsp. gracilescens,KLE
Argyranthemum frutescens subsp. parviflorum,KLE
Argyranthemum frutescens subsp. pumilum,KLE
Argyranthemum frutescens subsp. succulentum,CRI
Argyranthemum gracile,CAN
Argyranthemum haematomma,OLE
Argyranthemum haouarytheum,CAN+OLE
Argyranthemum hierrense,OLE
Argyranthemum maderense,OLE
Argyranthemum pinnatifidum subsp. montanum,LAU
Argyranthemum pinnatifidum subsp. pinnatifidum,LAU
Argyranthemum pinnatifidum subsp. succulentum,PEG
Argyranthemum sundingii,KLE
Argyranthemum sventenii,CAN
Argyranthemum thalassophilum,KLE
Argyranthemum vincentii,CAN
Argyranthemum webbii,LAU
Argyranthemum winteri,OLE
Argyrolobium armindae,KLE
Argyrolobium biebersteinii,PUB
Argyrolobium zanonii,FES+ROS
Arisarum proboscideum,POP
Arisarum simorrhinum,QUI
Arisarum vulgare subsp. vulgare,LYG+QUI
Aristavena setacea,LIT
Aristida adscensionis subsp. coerulescens,LYG
Aristolochia baetica,QUI
Aristolochia bianorii,ROS
Aristolochia clematitis,EPI+POP
Aristolochia cretica,QUI
Aristolochia elongata,PUB
Aristolochia hirta,QUI
Aristolochia longa,QUI
Aristolochia lutea,PUB
Aristolochia merxmuelleri,FES
Aristolochia microstoma,QUI
Aristolochia pallida,PUB
Aristolochia parvifolia,ASP
Aristolochia paucinervis,POP
Aristolochia pistolochia,ROS
Aristolochia rotunda,POP
Aristolochia sempervirens,QUI
Aristolochia sicula,QUI
Aristolochia tyrrhena,QUI
Armeria alliacea,ONO
Armeria alpina subsp. alpina,TRI
Armeria alpina subsp. bubanii,TRI
Armeria alpina subsp. halleri,FES
Armeria alpina subsp. occasiana,TRI
Armeria arenaria subsp. arenaria,COR
Armeria arenaria subsp. bupleuroides,FES
Armeria arenaria subsp. praecox,FES
Armeria arenaria subsp. segoviensis,SAC
Armeria arenaria subsp. vestita,IND
Armeria beirana,SAC
Armeria belgenciensis,ROS
Armeria berlengensis,CRI
Armeria bigerrensis subsp. bigerrensis,IND
Armeria bigerrensis subsp. losae,IND
Armeria bigerrensis subsp. microcephala,IND
Armeria bourgaei subsp. lanceobracteata,ROS
Armeria caballeroi,IND
Armeria caespitosa,IND
Armeria canescens subsp. canescens,FES
Armeria canescens subsp. dalmatica,FES
Armeria cantabrica,ONO+SES
Armeria castellana,FES
Armeria castroviejoi,LYG
Armeria ciliata,IND
Armeria colorata,PHA
Armeria duriaei,IND
Armeria eriophylla,IND
Armeria euscadiensis,CRI
Armeria filicaulis subsp. trevenqueana,ROS
Armeria gaditana,SAC
Armeria humilis subsp. humilis,IND
Armeria humilis subsp. odorata,IND
Armeria laciniata,SAC
Armeria langei subsp. daveaui,IND
Armeria langei subsp. langei,IND
Armeria macrophylla,LAV
Armeria maderensis,SAC
Armeria malinvaudii,ASP
Armeria maritima subsp. azorica,CRI
Armeria maritima subsp. elongata,COR
Armeria maritima subsp. maritima,CRI+JUN
Armeria maritima subsp. miscella,CRI
Armeria merinoi,IND
Armeria morisii,ASP
Armeria muelleri,TRI
Armeria multiceps,GEN
Armeria nebrodensis,RUM
Armeria pinifolia,LAV
Armeria platyphylla,ROS
Armeria pocutica,MOL
Armeria pseudarmeria,CRI
Armeria pubigera,CRI
Armeria pungens,CRI+CRU
Armeria rivasmartinezii,THL
Armeria rouyana,LAV
Armeria rumelica,SAC
Armeria ruscinonensis,CRI
Armeria salmantica,IND
Armeria sampaioi,IND
Armeria sardoa subsp. genargentea,GEN
Armeria segoviensis,SAC
Armeria soleirolii,CRI
Armeria splendens,TRI
Armeria sulcitana,ASP
Armeria trachyphylla,IND
Armeria transmontana,IND
Armeria velutina,LAV
Armeria vestita,LYG
Armeria villosa subsp. carratracensis,LAV
Armeria villosa subsp. longiaristata,ROS
Armeria welwitschii,CRI+CRU
Armoracia rusticana,ART
Arnica montana subsp. atlantica,SCH
Arnica montana subsp. montana,NAR
Arnoseris minima,PAR
Arrhenatherum album,LYG+PHA
Arrhenatherum elatius subsp. baeticum,SAC
Arrhenatherum elatius subsp. bulbosum,MOL
Arrhenatherum elatius subsp. carpetanum,THL
Arrhenatherum elatius subsp. elatius,MOL
Arrhenatherum elatius subsp. sardoum,THL
Artemisia abrotanum,ART
Artemisia absinthium,ART
Artemisia alba,FES+ONO
Artemisia annua,SIS
Artemisia arborescens,PEG
Artemisia arenaria,CRU
Artemisia argentea,OLE
Artemisia armeniaca,FES
Artemisia atrata,SES
Artemisia austriaca,ART+FES
Artemisia barrelieri,PEG
Artemisia biennis,SIS
Artemisia borealis subsp. borealis,SAX
Artemisia caerulescens subsp. caerulescens,JUN
Artemisia caerulescens subsp. gallica,SAL
Artemisia caerulescens subsp. gargantae,SAL
Artemisia campestris subsp. alpina,FES
Artemisia campestris subsp. campestris,COR+FES+SED
Artemisia campestris subsp. glutinosa,PEG
Artemisia campestris subsp. inodora,COR+FES+LER
Artemisia campestris subsp. maritima,CRU
Artemisia chamaemelifolia subsp. cantabrica,ONO
Artemisia chamaemelifolia subsp. chamaemelifolia,FES
Artemisia commutata,FES
Artemisia dracunculus,ART
Artemisia dzevanovskyi,SED
Artemisia frigida,FES
Artemisia genipi,THL
Artemisia glacialis,ASP
Artemisia glauca,FES
Artemisia granatensis,IND
Artemisia herba-alba,PEG
Artemisia hololeuca,FES
Artemisia insipida,FES
Artemisia laciniata,FES
Artemisia latifolia,FES
Artemisia lerchiana,LER
Artemisia lucentica,PEG
Artemisia maritima,JUN
Artemisia molinieri,ISO
Artemisia nitida,ASP+SES
Artemisia nitrosa,FEP+FES
Artemisia nivalis,THL
Artemisia norvegica,THL
Artemisia pancicii,FES
Artemisia pedemontana,FES+ONO
Artemisia pontica,FES
Artemisia ramosa,PEG
Artemisia reptans,KLE
Artemisia rupestris,SED
Artemisia salsoloides,FES
Artemisia santonicum,FEP
Artemisia scoparia,ART+FES+PYR
Artemisia sericea,FES
Artemisia taurica,FES
Artemisia thuscula,PEG
Artemisia umbelliformis subsp. eriantha,ASP+TRI
Artemisia umbelliformis subsp. umbelliformis,ASP
Artemisia valentina,PEG
Artemisia vallesiaca,FES
Artemisia verlotiorum,ART
Artemisia vulgaris,ART
Arthotheca calendula,CHE
Arthrocnemum macrostachyum,PEG+SAL
Arum cylindraceum,FAG+POP
Arum elongatum,FAG
Arum italicum subsp. albispathum,PUB
Arum italicum subsp. canariense,LAU
Arum italicum subsp. italicum,POP+PUB+QUI
Arum italicum subsp. neglectum,CHE+POP
Arum maculatum,FAG
Arum pictum,QUI
Aruncus dioicus,FAG
Arundo donax,NER
Arundo plinii,LYG
Asarina procumbens,ASP
Asarum europaeum subsp. caucasicum,FAG
Asarum europaeum subsp. europaeum,FAG
Asarum europaeum subsp. italicum,FAG
Aschisma carniolicum,LYG
Asclepias syriaca,ART+COR+DIG
Asparagus acutifolius,QUI
Asparagus albus,QUI+ROS
Asparagus aphyllus,QUI+ROS
Asparagus arborescens,KLE
Asparagus asparagoides,EPI
Asparagus fallax,LAU
Asparagus horridus,PEG+QUI
Asparagus maritimus,CRU
Asparagus nesiotes subsp. nesiotes,KLE
Asparagus nesiotes subsp. purpuriensis,KLE
Asparagus officinalis subsp. officinalis,FES+PUB
Asparagus officinalis subsp. prostratus,COR
Asparagus pallasii,COR
Asparagus pastorianus,KLE
Asparagus plocamoides,OLE
Asparagus pseudoscaber,POP
Asparagus scoparius,OLE
Asparagus tenuifolius,PUB
Asparagus umbellatus subsp. lowei,OLE
Asparagus umbellatus subsp. umbellatus,OLE
Asparagus verticillatus,PUB
Asperugo procumbens,ART+EPI+SIS
Asperula aristata subsp. aristata,FES+SES+THL
Asperula aristata subsp. condensata,TRI
Asperula aristata subsp. thessala,DAP
Asperula arvensis,PAR
Asperula asperrima,PHA
Asperula baldaccii,ASP
Asperula boissieri,DAP
Asperula calabra,ASP
Asperula capitata,SES
Asperula cynanchica subsp. brachysiphon,ROS
Asperula cynanchica subsp. cynanchica,FES
Asperula cynanchica subsp. occidentalis,CRU
Asperula cynanchica subsp. paui,ASP
Asperula deficiens,ASP
Asperula doerfleri,ASP
Asperula graveolens,COR
Asperula gussonii,ASP
Asperula hexaphylla,ASP
Asperula hirsuta,ROS
Asperula hirta,ASP
Asperula idaea,DAP
Asperula laevigata,QUI
Asperula littoralis,CRU
Asperula lutea,DAP
Asperula muscosa,THL
Asperula naufraga,ASP
Asperula neilreichii,THL
Asperula paui subsp. dianensis,ASP
Asperula peloritana,RUM
Asperula petraea,FES
Asperula pubescens,ASP
Asperula pumila,ASP
Asperula purpurea,FES
Asperula pyrenaica,ONO
Asperula rumelica,FES
Asperula rupestris,ASP
Asperula rupicola,FES
Asperula samia,DAP
Asperula scutellaris,ASP
Asperula setulosa,COR
Asperula staliana,CRI
Asperula taurica,DRY
Asperula taurina subsp. leucanthera,FAG
Asperula taurina subsp. taurina,FAG
Asperula taygetea,ASP
Asperula tenella,COR+FES
Asperula tephrocarpa,FES
Asperula tinctoria,FES
Asperula tournefortii,ASP
Asperula wettsteinii,SES
Asphodeline lutea,FES+ROS
Asphodeline taurica,DRY
Asphodelus aestivus,SAC
Asphodelus albus subsp. albus,EPI
Asphodelus albus subsp. carpetanus,SAC
Asphodelus albus subsp. delphinensis,ONO
Asphodelus albus subsp. occidentalis,FES
Asphodelus ayardii,LYG
Asphodelus bento-rainhae subsp. bento-rainhae,SAC
Asphodelus bento-rainhae subsp. salmanticus,SAC
Asphodelus cerasiferus,LYG
Asphodelus fistulosus,CHE
Asphodelus lusitanicus var. lusitanicus,FES
Asphodelus lusitanicus var. ovoideus,EPI
Asphodelus macrocarpus subsp. arrondeaui,EPI
Asphodelus macrocarpus subsp. macrocarpus,ONO
Asphodelus macrocarpus subsp. rubescens,LYG
Asphodelus ramosus,LYG+ROS
Asphodelus roseus,ULI
Asplenium adiantum-nigrum,ASP
Asplenium adulterinum subsp. adulterinum,ASP
Asplenium adulterinum subsp. presolanense,ASP
Asplenium aegaeum,ASP
Asplenium aethiopicum subsp. braithwaitii,ASP+LAU
Asplenium anceps,ASP+LAU
Asplenium aureum,AEO
Asplenium azoricum,ASP
Asplenium balearicum,ASP
Asplenium bourgaei,ASP
Asplenium celtibericum subsp. celtibericum,ASP
Asplenium celtibericum subsp. molinae,ASP
Asplenium ceterach subsp. bivalens,ASP
Asplenium ceterach subsp. ceterach,ASP+CYM
Asplenium creticum,ASP
Asplenium cuneifolium,ERI
Asplenium fissum,THL
Asplenium fontanum,POD
Asplenium foreziense,ASP
Asplenium hemionitis,LAU
Asplenium hybridum,ASP
Asplenium jahandiezii,ASP
Asplenium lepidum subsp. haussknechtii,ASP
Asplenium lepidum subsp. lepidum,ASP
Asplenium lolegnamense,ASP
Asplenium majoricum,ASP
Asplenium marinum,CRI
Asplenium monanthes,ASP
Asplenium obovatum subsp. lanceolatum,ASP
Asplenium obovatum subsp. obovatum,ASP
Asplenium octoploideum,AEO
Asplenium onopteris,LAU+QUI
Asplenium petrarchae subsp. bivalens,ASP
Asplenium petrarchae subsp. petrarchae,ASP
Asplenium ruta-muraria subsp. dolomiticum,ASP
Asplenium ruta-muraria subsp. ruta-muraria,ASP+CYM
Asplenium sagittatum,ADI+ASP
Asplenium scolopendrium subsp. antri-jovis,ASP
Asplenium scolopendrium subsp. scolopendrium,ASP+FAG
Asplenium seelosi subsp. catalaunicum,ASP
Asplenium seelosii subsp. seelosii,ASP
Asplenium septentrionale,ASP+CYM
Asplenium trichomanes subsp. coriaceifolium,ASP
Asplenium trichomanes subsp. hastatum,ASP
Asplenium trichomanes subsp. inexpectans,ASP
Asplenium trichomanes subsp. maderense,ASP
Asplenium trichomanes subsp. pachyrachis,ASP
Asplenium trichomanes subsp. quadrivalens,ASP+CYM
Asplenium trichomanes subsp. trichomanes,ASP
Asplenium viride,ASP
Asplenium X alternifolium nothosubsp. alternifolium,ASP
Asplenium X alternifolium nothosubsp. heufleri,CYM
Asplenium X badense,CYM
Asplenium X eberlei,ASP
Asplenium X murbeckii,CYM
Asplenium X preissmannii,CYM
Asplenium X sleepiae,ASP
Asplenium X tubalense,ASP
Aster alpinus,BRA+SES
Aster amellus,FES
Aster willkommii subsp. catalaunicus,ROS
Asterella africana,PHR
Asteriscus aquaticus,TUB
Asteriscus graveolens subsp. stenophyllus,KLE
Asteriscus intermedius,KLE+OLE
Asteriscus sericeus,OLE
Asterolinon linum-stellatum,TRA+TUB
Astragalus aitosensis,SES
Astragalus albicaulis,FES
Astragalus alopecuroides subsp. alopecuroides,ROS
Astragalus alopecuroides subsp. grossii,ROS
Astragalus alopecurus,SAB
Astragalus alpinus,KOB+SES
Astragalus angustifolius,DAP
Astragalus arenarius,COR
Astragalus arnacantha,DRY
Astragalus asper,FES
Astragalus australis subsp. australis,KOB+SES
Astragalus australis subsp. gerardi,SES
Astragalus austriacus,ERI+FES
Astragalus balearicus,ROS
Astragalus bourgaeanus,ROS
Astragalus buchtormensis,FES
Astragalus cavanillesii,ROS
Astragalus cicer,GER
Astragalus clusianus,ROS
Astragalus contortuplicatus,ISO
Astragalus cornutus,FES+SED
Astragalus creticus subsp. rumelicus,DAP
Astragalus cymbicarpos,BUL
Astragalus danicus,FES
Astragalus dasyanthus,FES
Astragalus depressus,FES
Astragalus echinatus,BUL+LYG
Astragalus echinus,CYP
Astragalus epiglottis,BUL+LYG
Astragalus exscapus,FES+PYR
Astragalus frigidus,SES
Astragalus gennarii,LAV
Astragalus glaucus,DRY+FES
Astragalus glaux,LYG+ROS
Astragalus glycyphyllos,GER
