taxon;rl;a;b;r;rl.al;rl.bm;rl.nv;rl.sv;rl.pa;o.v;o.nt;o.ot;o.s;o.k;o.st;o.o;o.n;o.w;o.b;responsibility;distribution;lifeform
Petasites paradoxus;LC;4;0;0;●;;VU;;;●;●;●;●;●;●;●;●;;;;Eur;S
Petrocallis pyrenaica;LC;2;0;0;●;;;;;●;●;;●;●;●;●;●;;;;Eur;S
Petrorhagia prolifera;NT;3;-1;-1;n;EN;n;VU;●;;u;u;u;u;u;e;●;●;●;;Eur (Kosm);H
Petrorhagia saxifraga;LC;4;-1;-1;●;●;VU;VU;●;†,u;●;●;†,u;●;●;●;●;●;●;;Eur (Hol);S
Peucedanum alsaticum;NT;3;-1;-1;VU;;;n;●;;;;;–;u;–;●;●;●;;Euras;S
Peucedanum austriacum s.str.;LC;3;0;0;●;;;;VU;;;;;●;●;–;●;●;;;Eur;S
Peucedanum officinale;EN;1;-1;-1;;;;;●;;;;;;;–;●;;●;;Eur;S
Peucedanum oreoselinum;NT;4;-2;-2;●;VU;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Peucedanum ostruthium;LC;4;0;0;●;n;RE;;;●;●;●;●;●;●;●;●;;;;Eur;S
Peucedanum palustre;VU;3;-2;-1;●;●;●;●;CR;●;●;;●;●;●;●;●;;●;;Euras;S
Peucedanum rablense;LC;1;0;0;●;;;;;;;;;●;;;;;;;Eur;S
Peucedanum verticillare;LC;3;0;0;●;;;n;;●;●;●;–;●;●;–;●;;†;;Eur;S
Phalaris arundinacea;LC;5;-1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Phedimus ellacombeanus;n;;;;;;;;;;;;u;;u;le?;u;;;;;S
Phedimus hybridus;n;;;;;;;;;le;u;u;u;u;u;u;u;u;;;;S
Phedimus spurius;n;;;;;;;;;le;e;e;e;e;e;e;e;le;le;;;S
Phedimus stolonifer;n;;;;;;;;;;;;le;u;le;le;u;;;;;S
Phegopteris connectilis;LC;5;0;0;●;●;●;●;RE;●;●;●;●;●;●;●;●;;●;;Hol;S
Phelipanche arenaria;EN;2;-2;-1;CR;;;;●;;●;–;●;;?;;●;–;●;;Euras;H
Phelipanche bohemica;EN;1;-1;-1;●;;;;CR;;●;;;;;;●;†;;;Eur;H
Phelipanche caesia;CR;1;-1;-2;;;;;●;;;;;;;;●;;●;;Euras;H
Phelipanche purpurea s.str.;VU;2;-1;-1;EN;EN;;;●;;●;●;●;●;●;●;●;●;●;;Eur;H
Phelipanche ramosa;RE;†;†;†;RE;RE;RE;;RE,n;†;†;†;†;†;;†;†;†;†,u;;Kosm;H
Philadelphus coronarius;EN;1;0;-2;●;n;n;n;n;u;u;u;u;u;●;e;u;u;u;V;Eur;B
Phleum alpinum s.orig.;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Kosm;S
Phleum hirsutum;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Phleum nodosum;DD;?;?;?;●;●;●;●;●;●;u;●;●;●;●;●;●;●;●;;Eur;S
Phleum paniculatum;n;;;;;;;;;u;;;;;;le;u;u;;;;H
Phleum phleoides;NT;4;-2;-2;VU;●;EN;CR;●;;●;●;●;●;●;●;●;●;●;;Euras;S
Phleum pratense s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Phleum rhaeticum;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Phlomoides tuberosa;EN;2;-1;-2;;;;;●;;;;;;;–;●;†;●;;Euras;S
Pholiurus pannonicus;EN;1;-1;-1;;;;;●;;;;;;;;†;;●;V;Eur;H
Phragmites australis;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Physalis alkekengi;LC;3;0;0;EN;EN;VU;VU;●;†;e;u;●*;●;●;●;●;●;●;;Euras (Hol);S
Physalis angulata;n;;;;;;;;;;;;;;u;;u;le;;;;S
Physocarpus opulifolius;n;;;;;;;;;u;u;u;le?;u;u;le?;le?;u;u;;;B
Physoplexis comosa;EN;1;0;-2;●;;;;;;–;;;●;;;;;;;SE-Alp;S
Phyteuma betonicifolium;LC;4;-1;-1;●;;;;;●;●;●;●;●;;;;;;;Alp;S
Phyteuma confusum;LC;3;0;0;●;;;;;;;;●;●;●;;;;;;Eur;S
Phyteuma globulariifolium subsp. globulariifolium;LC;3;0;0;●;;;;;;●;●;●;●;●;;;;;S;E-Alp;S
Phyteuma globulariifolium subsp. pedemontanum;LC;2;0;0;●;;;;;●;●;–;;;;;;;;;Eur;S
Phyteuma hemisphaericum;LC;4;0;0;●;;;;;●;●;●;●;●;●;?;;;;;Eur;S
Phyteuma nigrum;EN;3;-3;-2;;●;CR;;;;;;;;;●;●;;;;Eur;S
Phyteuma orbiculare;LC;5;-1;-1;●;CR;EN;CR;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Phyteuma ovatum;LC;3;0;0;●;;;;;●;●;●;●;●;;;;;;;Eur;S
Phyteuma persicifolium;LC;4;-1;-1;●;;;CR;;;;●;●;●;●;●;;;;;E-Alp;S
Phyteuma scheuchzeri subsp. columnae;VU;1;0;-1;●;;;;;;●;;;–;;;;;;;Eur;S
Phyteuma sieberi;LC;2;0;0;●;;;;;;;●;;●;;–;;;;;SE-Alp;S
Phyteuma spicatum;LC;5;0;-1;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Phytolacca acinosa;n;;;;;;;;;;u;u;u;u;u;le;e;e;e;;;H
Phytolacca americana;n;;;;;;;;;;u;u;u;le;e;u;e;u;le;;;H
Picea abies;LC;5;1;-1;●;●;●;●;n;●;●;●;●;●;●;●;●;e;●;;Eur (Hol);B
Picris hieracioides subsp. hieracioides;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Picris hieracioides subsp. umbellata;LC;2;0;0;●;;;EN;;●;●;●;●;u;●;;;;●;;Eur;S
Pilosella acrothyrsa;CR;1;-2;-1;●;;;;;;;;●;†?;●;;;;●;;Eur;S
Pilosella acutifolia;LC;3;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Pilosella alpicola;RE;†;†;†;RE;;;;;;;;;†;;;;;;;Eur;S
Pilosella arida;NT;2;0;-1;●;;●;;●;;●;●;●;;;●;;†;;;Eur;S
Pilosella aurantiaca;LC;4;-1;-1;●;n;n;n;n;●;●;●;●;●;●;●;●;u;u;;Eur (Hol);S
Pilosella auriculoides;EN;1;-1;-1;;;;;●;;;;;;;;●;●;●;;Eur;S
Pilosella basifurca;LC;1;0;0;●;;;;;●;●;●;●;●;●;;;;;S;Alp;S
Pilosella bauhini;NT;4;-2;-1;●;●;VU;●;●;u;u;●*;●;●;●;●;●;●;●;;Eur;S
Pilosella bifurca;EN;1;-1;-1;;;;;●;;;;;;;;●;†;●;;Eur;S
Pilosella blyttiana;LC;1;0;0;●;;;;;●;●;●;●;†;●;;;;;;Eur;S
Pilosella brachycoma;LC;2;0;0;●;;;;;●;●;●;●;●;●;;;;;S;Eur;S
Pilosella caespitosa s.str.;EN;2;-1;?;●;●;●;●;●;●;●;●;●;●;●;●;●;†;●;;Euras;S
Pilosella calodon;EN;1;-1;-1;;;;;●;;;;;;;;●;●;●;;Eur;S
Pilosella calomastix;EN;1;-1;-1;●;;;;;;;;●;†;●;†;;;;;Eur;S
Pilosella cana;EN;2;-2;-1;RE?;●;;;●;;†;†;;†;●;●;●;●;●;;Eur;S
Pilosella cochleata;VU;1;0;-1;;●;●;;RE;;;;;;;●;;†;;;Eur;S
Pilosella corymbuloides;LC;2;0;0;●;;;;;†;●;●;●;●;●;;;;;;Alp;S
Pilosella cymosa;VU;2;-1;-1;EN;●;CR;EN;EN;;●;●;●;●;●;●;●;●;●;;Euras;S
Pilosella cymosiformis;G;1;?;?;;;;;●;;;;;;;;●;●;●;;Euras;S
Pilosella densiflora;VU;3;-2;-1;CR;●;EN;;●;†;;●;●;●;●;●;●;●;●;;Eur;S
Pilosella echioides;EN;2;-2;-2;;●;;;●;;;;;;;;●;●;●;;Euras;S
Pilosella erythrochrista;VU;2;-1;-1;●;●;●;;?;●;●;;●;†;●;●;●;;●;;Eur (Hol);S
Pilosella euchaetia;EN;1;-1;-1;;CR;;;●;;;;;;;●;●;●;;;Eur;S
Pilosella fallacina;VU;2;-1;-1;RE;●;;;●;;;;;†;;●;●;;●;;Eur;S
Pilosella flagellaris;EN;1;-1;-1;RE;RE;RE;●;?;;u;;;;●;†;●;;●;;Eur;S
Pilosella floribunda;EN;2;-2;-1;●;●;CR;?;;u;●;;●;●;●;●;●;;;;Eur;S
Pilosella fusca;LC;2;0;0;●;n;;;;●;●;●;●;●;●;●;;;;S;Eur;S
Pilosella glacialis;LC;3;0;0;●;;;;;●;●;●;●;●;●;?;;;;;Alp;S
Pilosella glomerata;VU;2;-1;-1;n;●;CR;;?;;u;;;;●;●;●;u;●;;Eur;S
Pilosella guthnikiana;LC;2;0;0;●;;;;;†;●;●;●;●;●;;;;;;Eur;S
Pilosella hoppeana s.str.;LC;3;0;0;●;;;;;●;●;●;●;●;●;?;;;;;Eur;S
Pilosella hypeurya;LC;2;0;0;●;;;;G;●;●;●;●;●;;;;;●;S;Eur;S
Pilosella koernickeana;EN;1;-1;-1;●;RE?;;;;;;;;●;●;●;●;;†;;Eur;S
Pilosella lactucella;LC;5;-1;-1;●;VU;VU;VU;?;●;●;●;●;●;●;●;●;●;●;;Eur;S
Pilosella laggeri;G;2;0;?;●;;;;;†;●;●;;●;;;;;;;Alp;S
Pilosella leptophyton;VU;2;-1;-1;EN;●;CR;●;●;;;;;●;●;●;●;;●;;Eur;S
Pilosella longiscapa;RE;†;†;†;RE;RE;;;;;;;†;†;†;†;;;;;Eur;S
Pilosella macrostolona;G;1;?;?;;;;;●;;;;;;;–;●;;;;Eur;S
Pilosella nigricarina;LC;2;0;0;●;;;;;●;●;●;●;;●;;;;;;Alp;S
Pilosella notha;LC;2;0;0;●;;;;;●;●;;●;;;;;;;;Alp;S
Pilosella officinarum s.str.;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Pilosella onegensis;DD;?;?;?;●;;;;;;;;●;●;;;●;;●;;Eur;S
Pilosella permutata;LC;1;0;0;●;;;;;●;●;●;●;●;●;;;;;;Alp;S
Pilosella piloselliflora;CR;1;-2;-1;●;●;;;;;;;;;●;●;;;;;Eur;S
Pilosella pilosellina;G;1;?;?;;●;;;●;;;;;;;●;●;;●;;Eur;S
Pilosella piloselloides;LC;4;0;0;●;VU;●;VU;●;●;●;●;●;●;●;●;●;●;●;;Eur (Hol);S
Pilosella plaicensis;RE?;†?;†?;†?;RE?;;;;;†;†;–;†;;†;;;;;;Eur;S
Pilosella polymastix;EN;1;-1;-1;●;●;;;●;;;;●;●;●;●;●;;●;;Eur;S
Pilosella prussica;?;;;;;;;;?;;;;;;;;;?;;;Eur;S
Pilosella rothiana;VU;2;-1;-1;;;;;●;;;;;;;;●;●;●;;Eur;S
Pilosella rubriflora;LC;1;0;0;●;;;;;●;●;;;;;;;;;;Eur?;S
Pilosella scandinavica;EN;1;-1;-1;●;●;;;;;;;;;●;●;;;;;Eur;S
Pilosella schultesii;NT;3;-1;-1;●;G;G;G;G;●;●;●;●;●;●;●;●;†;–;;Eur;S
Pilosella sphaerocephala;LC;3;0;0;●;;;;;●;●;●;●;●;●;?;;;;;Eur;S
Pilosella sterrochaetia;RE?;†?;†?;†?;;;;;RE?;;;;;;;;†;;;;Eur;S
Pilosella stoloniflora s.str.;LC;2;0;0;●;n;n;;;●;●;;●;†;●;●;●;;;;Eur;S
Pilosella substoloniflora;EN;1;-1;0;●;;;;;●;●;;●;;;;;;;S;Alp;S
Pilosella tendina;LC;1;0;0;●;;;;;;●;●;;●;●;;;;;;Alp;S
Pilosella testimonialis;VU;2;-1;-1;EN;;;;●;;;;;●;;;●;†;●;;Eur;S
Pilosella tubulata;RE?;†?;†?;†?;;RE?;;;RE?;;;;;;;†?;†?;;†?;;Eur;S
Pilosella velutina;LC;1;0;0;●;;;;;;●;;●;;;;;;;;Eur;S
Pilosella viridifolia;LC;2;0;0;●;;;;;●;●;●;●;●;;;;;;S;Eur;S
Pilosella visianii;G;1;?;?;●;;●;;;;†;;;●;;●;†;;;;Eur;S
Pilosella ziziana;VU;2;-1;-1;●;●;CR;;●;●;●;†;●;●;●;†;●;●;●;;Eur;S
Pimpinella alpina;LC;2;0;0;●;;;;;;;;;–;●;●;●;;;;Eur;S
Pimpinella major;LC;5;-1;0;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Eur;S
Pimpinella peregrina;n;;;;;;;;;;u;;;u;u;u;Le?;le?;le?;;;S
Pimpinella saxifraga subsp. nigra;VU;3;-2;-1;●;EN;CR;EN;●;;?;;?;●;●;●;●;●;●;;Eur;S
Pimpinella saxifraga subsp. saxifraga;LC;5;-2;-1;●;NT;NT;NT;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Pinguicula alpina;LC;4;0;-1;●;;f;;CR;●;●;●;●;●;●;●;●;;†;;Euras;S
Pinguicula leptoceras;LC;2;0;0;●;;;;;●;●;●;●;●;;;;;;;Eur;S
Pinguicula vulgaris;NT;4;-2;-2;●;CR;CR;;CR;●;●;●;●;●;●;●;●;●;●;;Hol;S
Pinus cembra;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Euras;B
Pinus mugo s.str.;LC;4;1;0;●;VU;VU;;;●;●;●;●;●;●;●;●;;;;Eur;B
Pinus nigra;LC;3;1;-1;●;n;n;n;●;;u;;e;●;;;●;●;●;;Eur;B
Pinus sylvestris;LC;5;0;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras;B
Pinus uliginosa;NT;2;0;-1;EN;●;●;;;;●;–;●;●;●;●;●;;;;Eur;B
Pinus uncinata;NT;2;0;-1;●;;;;;●;●;–;?;;;;;;;;Eur;B
Plantago alpina;LC;3;0;0;●;;;;;●;●;;●;;u;–;u;;;;Eur;S
Plantago altissima;EN;2;-2;-2;●;;;;●;;;;–;●;;–;●;†;●;;Eur;S
Plantago arenaria;EN;2;-2;-1;n;CR*;CR*;;●;u;u;u;u;u;u;●*;●;●;●;;Euras (Kosm);H
Plantago atrata;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Plantago lanceolata;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Plantago major subsp. major;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Plantago major subsp. winteri;G;1;?;?;;;;;●;;;;;;;;;;●;;Eur;H
Plantago maritima s.str.;VU;2;-1;-1;n;;n;n;●;;u;;u;u;u;u;●;●;●;;Kosm;S
Plantago media subsp. longifolia;G;?;?;?;;;;●;●;;;;;;;;●;;●;;Eur;S
Plantago media subsp. media;LC;5;-2;-1;●;NT;●;NT;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Plantago strictissima;NT;2;0;-1;●;;;;;u;●;le?;u;;;–;;;;;Eur;S
Plantago tenuiflora;EN;2;-2;-2;;;;;●;;;;;;;;†;;●;V;Euras;S
Plantago uliginosa;LC;3;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;H
Plantago uniflora;EN;1;-1;-1;●;;;;;●;;;;●;;;;;;;Eur;H
Plantago virginica;n;;;;;;;;;;;;;;;;le?;;;;;H
Platanthera bifolia s.orig.;DD;?;?;?;●;;;;;●;●;●;;●;;;;;;;Eur;S
Platanthera chlorantha;LC;4;-1;-1;●;VU;EN;VU;VU;●;●;●;●;●;●;●;●;●;●;;Eur;S
Platanthera fornicata;LC;5;-1;-1;●;VU;VU;●;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Platycladus orientalis;n;;;;;;;;;;u;u;–;u;le;u;e;e;u;;;B
Pleurospermum austriacum;LC;3;0;0;●;;EN;;;●;●;;●;●;●;●;●;;†;;Eur;H
Poa alpina;LC;5;0;0;●;CR;f;;;●;●;●;●;●;●;●;●;;;;Hol;S
Poa angustifolia;LC;5;-1;-1;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Poa annua s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);H
Poa badensis s.str.;NT;2;0;-1;●;;;;●;;;;;;;–;●;●;●;;Eur;S
Poa bulbosa;LC;3;0;-1;●*;VU;RE,n;EN;●;u;u;u;u;u;u;†,u;●;●;●;;Euras (Kosm);S
Poa cenisia;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Poa chaixii;LC;3;0;-1;●;VU;CR;n;;●;●;?;●;●;●;●;●;;;;Eur;S
Poa compressa;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur (Kosm);S
Poa glauca;LC;1;0;0;●;;;;;?;●;;●;?;●;;;;;;Hol;S
Poa humilis;G;?;?;?;●;●;n;;●;;●;;†*;;;●;●;u;;;Eur (Hol);S
Poa hybrida;LC;3;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Poa laxa;LC;4;0;0;●;;;;;●;●;●;●;●;●;–;;;;;Eur;S
Poa minor;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Poa molinerii;LC;2;0;0;●;;;;;;●;●;●;●;●;;;;;;Eur;S
Poa nemoralis s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Poa palustris;LC;4;-1;0;●;●;●;●;VU;●;●;●;●;●;●;●;●;●;●;;Hol;S
Poa pratensis s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;S
Poa remota;LC;3;0;-1;●;EN;CR;;;●;●;●;●;●;●;●;●;;?;;Euras;S
Poa stiriaca;LC;3;0;0;●;;EN;EN;;;;;●;●;●;●;●;;?;;Eur;S
Poa supina;LC;5;0;0;●;VU;n;●;n;●;●;●;●;●;●;●;●;u;●;;Euras;S
Poa trivialis;LC;5;1;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Polemonium caeruleum;LC;1;0;0;●;n;n;;n;u;●;e?;u;e;e;le;le?;u;;;Euras (Hol);H
Polycarpon tetraphyllum;n;;;;;;;;;u;u;;;;u;u;u;e;u;;;H
Polycnemum arvense s.str.;CR;1;-3;-3;;RE;RE;;●;;;;;;;†;●;†;●;;Euras;H
Polycnemum heuffelii;CR;1;-2;-3;;;;;●;;;;;;;;–;?;●;;Eur;H
Polycnemum majus;EN;2;-2;-1;n;;RE?,n;;●;;;;;u;u;u;●;●;●;;Eur;H
Polycnemum verrucosum;CR;1;-3;-3;;;;;●;;;;;;;;●;;†?;;Eur;H
Polygala alpestris;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;;;;;Eur;S
Polygala alpina;VU;1;0;-1;●;;;;;;●;;;;;;;;;;Eur;S
Polygala amara subsp. amara;NT;2;0;-1;●;;;;●;;;;;;●;;●;●;†?;;Eur;S
Polygala amara subsp. brachyptera;LC;4;-1;-1;●;;CR;;RE?;;●;●;●;●;●;●;●;;●;;Eur;S
Polygala amarella;LC;5;-2;-1;●;EN;VU;CR;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Polygala chamaebuxus;LC;5;0;0;●;EN;VU;CR;VU;●;●;●;●;●;●;●;●;●;●;;Eur;B
Polygala comosa;NT;4;-2;-2;●;VU;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Polygala major;EN;2;-2;-1;●;●;;;●;;;;;;;–;●;●;●;;Eur;S
Polygala serpyllifolia;VU;2;-1;-1;●;;;;;●;–;;;;;;;;;;Eur;S
Polygala vulgaris subsp. oxyptera;VU;3;-2;-1;●;EN;RE;●;●;;;;●;●;●;●;●;●;●;;Eur;S
Polygala vulgaris subsp. vulgaris;LC;5;-2;-2;●;VU;VU;VU;EN;●;●;●;●;●;●;●;●;●;●;;Eur;S
Polygonatum latifolium;LC;3;0;0;●;;;CR;●;;–;;;;†;–;●;●;●;;Eur;S
Polygonatum multiflorum;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Polygonatum odoratum;LC;5;-1;-1;●;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;●;;Euras;S
Polygonatum verticillatum;LC;5;0;0;●;●;●;RE;;●;●;●;●;●;●;●;●;;;;Euras;S
Polygonum arenastrum;LC;4;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol;H
Polygonum aviculare subsp. aviculare;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Hol (Kosm);H
Polygonum aviculare subsp. rurivagum;DD;?;?;?;?;;n;;●;?;●;●;●;●;●;–;●;●;●;;Eur (Hol);H
Polygonum bellardii;EN;1;-1;-1;n;;;n;●;u;;u;;u;u;;†;u;●;;Euras (Kosm);H
Polypodium interjectum;NT;2;0;-1;●;VU;VU;EN;VU;●;●;;●;●;●;●;●;●;●;;Eur;S
Polypodium vulgare s.str.;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Polystichum aculeatum s.str.;LC;5;0;0;●;NT;●;NT;VU;●;●;●;●;●;●;●;●;●;●;;Hol;S
Polystichum braunii;LC;3;0;0;●;;;NT;;●;●;●;●;●;●;–;●;;●;;Hol;S
Polystichum lonchitis;LC;5;0;0;●;f;EN;;;●;●;●;●;●;●;●;●;?;?;;Hol;S
Polystichum setiferum;NT;2;0;-1;●;;;VU;;;;;;●;●;;;;;;Eur;S
Populus alba;LC;4;-1;-1;EN;●;●;●;●;●;e;u;●;●;●;●;●;●;●;;Euras (Kosm);B
Populus balsamifera;n;;;;;;;;;;le;u;le;;u;u;u;u;;;;B
Populus nigra;EN;3;-3;-3;●;●;●;●;●;●;●;u;●;●;●;●;●;●;●;;Euras (Kosm);B
Populus tremula;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);B
Populus x canadensis;n;;;;;;;;;u;u;u;u;le?;u;e;e;le;le;;;B
Populus x canescens;LC;3;0;0;●;●;●;●;●;●;●;●;●;?;●;●;●;●;●;;Euras (Kosm);B
Portulaca oleracea;LC;4;1;0;●;●;●;●;●;●;●;●;e;●;●;e;●;●;●;;Kosm;H
Potamogeton acutifolius;EN;2;-2;-2;●;●;●;;RE?;;;;●;●;;●;●;†;–;;Euras;S
Potamogeton alpinus;NT;3;-1;-1;●;EN;EN;RE?;;●;●;●;●;●;●;●;●;;†?;;Hol;S
Potamogeton berchtoldii;LC;3;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Potamogeton coloratus;CR;2;-3;-2;●;;;;●;●;;;;;;–;●;;;;Eur;S
Potamogeton compressus;RE?;†?;†?;†?;;;;RE?;;;;;?;;†?;?;;;?;;Hol;S
Potamogeton crispus;LC;3;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Potamogeton friesii;VU;2;0;-2;●;;CR;;●;?;;;?;●;;●;●;●;;;Hol;S
Potamogeton gramineus;EN;2;-2;-1;●;?;RE;;RE;●;●;;●;●;●;†;●;;†?;;Hol;S
Potamogeton lucens;VU;2;-1;-1;●;CR;●;CR;●;●;●;;●;●;●;●;●;●;;;Euras;S
Potamogeton natans;LC;4;-1;-1;●;NT;VU;●;VU;●;●;●;●;●;●;●;●;●;●;;Hol (Kosm);S
Potamogeton nodosus;EN;2;?;-1;●;CR;CR;G;●;●;†;–;●;●;●;●;●;●;●;;Kosm;S
Potamogeton obtusifolius;EN;2;-2;-2;CR;●;;;?;;;;?;;●;●;●;†;–;;Hol;S
Potamogeton perfoliatus;NT;3;-1;-1;●;CR;●;?;●;●;●;;●;●;●;●;●;●;?;;Kosm;S
Potamogeton polygonifolius;CR;1;-2;-3;RE;●;;;;;;;;†;;●;;;;;Eur;S
Potamogeton praelongus;EN;1;-1;-1;●;;RE;;;●;●;;●;;●;●;●;;;;Hol;S
Potamogeton pusillus s.str.;LC;3;0;0;●;●;●;●;●;●;●;●;●;●;;●;●;;●;;Kosm;S
Potamogeton trichoides;EN;1;-1;-1;●;●;RE;●;●;●;●;–;–;●;●;†;●;●;;;Euras;S
Potentilla alba;VU;3;-2;-1;●;●;EN;●;●;–;●;–;;;●;●;●;●;●;;Eur;S
Potentilla anserina;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Kosm;S
Potentilla argentea agg.;LC;4;-1;-1;●;●;VU;NT;●;●;●;●;●;●;●;●;●;●;●;;Euras (Hol);S
Potentilla aurea;LC;5;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Potentilla brauneana;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Eur;S
Potentilla caulescens;LC;4;0;0;●;;CR;;;●;●;●;●;●;●;●;●;;;;Eur;S
Potentilla clusiana;LC;3;0;0;●;;;;;;;;●;●;●;●;●;;;;Eur;S
Potentilla collina agg.;EN;2;-2;-1;●;CR;CR;●;●;;;;;;;●;●;●;●;;Eur;S
Potentilla crantzii var. crantzii;LC;4;0;0;●;;;;;●;●;●;●;●;●;●;●;;;;Hol;S
Potentilla crantzii var. serpentini;EN;1;-1;-1;●;;;;;;;;;;?;;●;;●;D;Eur;S
Potentilla erecta;LC;5;-1;-1;●;●;NT;NT;VU;●;●;●;●;●;●;●;●;●;●;;Euras;S
Potentilla frigida;LC;2;0;0;●;;;;;●;●;●;●;●;;;;;;;Eur;S
Potentilla grandiflora;LC;2;0;0;●;;;;;●;●;●;●;;;;;;;;Eur;S
Potentilla heptaphylla s.str.;VU;3;-2;-2;●;EN;●;●;●;;;;●;●;●;●;●;●;●;;Eur;S
Potentilla incana;NT;4;-2;-1;●;VU;EN;EN;●;;;;;●;●;●;●;●;●;;Eur;S
Potentilla inclinata;VU;3;-2;-1;●;EN;EN;EN;●;;le;le;●;●*;●;●;●;●;●;;Euras;S
Potentilla indica;n;;;;;;;;;e;e;u;e;e;e;e;e;e;e;;;S
Potentilla micrantha;VU;2;-1;-1;●;;;●;n;;●;–;●;●;●;?;●;u;;;Eur;S
Potentilla nitida;LC;2;0;0;●;;;;;;;●;;●;;;;;;;Eur;S
Potentilla nivea;NT;2;0;-1;●;;;;;;●;●;†?;†;;;;;;;Hol;S
Potentilla norvegica;VU;1;0;-1;n;●;n;n;n;e;e;e;e;e;e;e;●;u;;;Euras (Hol);H
Potentilla patula;RE;†;†;†;;;;;RE;;;;;;;;†;;;;Eur;S
Potentilla puberula;NT;4;-2;-1;●;VU;VU;VU;●;●;●;●;●;●;●;●;●;●;●;;Eur;S
Potentilla recta;LC;4;0;0;●;●;●;●;●;u;e;●;e;●;●;e;●;●;●;;Euras (Kosm);S
Potentilla reptans;LC;5;0;0;●;●;●;●;●;●;●;●;●;●;●;●;●;●;●;;Euras (Kosm);S
Potentilla sterilis;NT;3;-1;-1;●;EN;●;EN;CR;●;●;–;●;●;●;●;●;●;●;;Eur;S
Potentilla supina;LC;4;0;0;n;●;●;●;●;u;e;u;e;le;●;●;●;●;●;;Euras (Kosm);S
Potentilla verna s.str.;NT;3;-1;-1;●;●;●;;n;●;●;;●;●;e;●;●;●;?;;Eur;S
Prenanthes purpurea;LC;5;0;0;●;●;●;●;NT;●;●;●;●;●;●;●;●;●;●;;Eur;S
Primula auricula;LC;4;0;0;●;;CR;;;●;●;●;●;●;●;●;●;;;;Eur;S
