"taxon";"rl";"a";"b";"r";"rl.al";"rl.bm";"rl.nv";"rl.sv";"rl.pa";"o.v";"o.nt";"o.ot";"o.s";"o.k";"o.st";"o.o";"o.n";"o.w";"o.b";"responsibility";"distribution";"lifeform"
"Euphorbia dulcis subsp. dulcis";"LC";"4";"0";"-1";"LC";"LC";"LC";"LC";"LC";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Euphorbia dulcis subsp. purpurata";"NT";"2";"0";"-1";"NT";"G";"";"";"G";"#";"#";"";"";"#";"?";"#";"#";"?";"";"";"Eur";"S"
"Euphorbia epithymoides";"VU";"3";"-2";"-2";"VU";"VU";"RE,n";"VU";"VU";"";"u";"u";"u";"?";"u";"+,u";"#";"#";"#";"";"Eur";"S"
"Euphorbia esula s.str.";"LC";"4";"-1";"0";"LC";"LC";"LC";"LC";"LC";"?";"#";"#";"u";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"S"
"Euphorbia exigua";"NT";"4";"-2";"-1";"NT";"NT";"NT";"NT";"NT";"+,u";"u";"";"#";"u";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Euphorbia falcata";"VU";"3";"-2";"-1";"EN";"EN";"CR";"EN";"VU";"";"";"";"u";"u";"u";"#";"#";"#";"#";"";"Eur (Hol)";"H"
"Euphorbia glareosa";"CR";"1";"-2";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"–";"#";"#";"#";"";"Euras";"S"
"Euphorbia glyptosperma";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e";"";"";"";"";"H"
"Euphorbia helioscopia";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Euphorbia humifusa";"n";"";"";"";"";"";"";"";"";"u";"u";"";"u";"le";"u";"e";"le";"le";"u";"";"";"H"
"Euphorbia illirica";"LC";"3";"0";"0";"LC";"";"n";"EN";"EN";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Euphorbia lathyris";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"e?";"u";"e?";"e?";"e?";"e?";"e?";"";"";"H"
"Euphorbia lucida";"VU";"2";"-1";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"u";"#";"";"#";"";"Euras";"S"
"Euphorbia maculata";"n";"";"";"";"";"";"";"";"";"e";"e";"u";"e";"le";"le";"e";"e";"e";"e";"";"";"H"
"Euphorbia palustris";"EN";"2";"-2";"-1";"n";"";"CR";"CR";"EN";"";"";"";"u";"–";"";"#";"#";"#";"#";"";"Euras";"S"
"Euphorbia peplus";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Euphorbia platyphyllos";"NT";"3";"-1";"-1";"VU";"EN";"NT";"NT";"NT";"#";"u";"";"#";"u";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Euphorbia prostrata";"n";"";"";"";"";"";"";"";"";"u";"e";"u";"u";"u";"u";"u";"e?";"e";"u";"";"";"H"
"Euphorbia salicifolia";"VU";"2";"-1";"0";"";"";"";"";"VU";"";"";"";"";"";"";"–";"#";"#";"#";"";"Eur";"S"
"Euphorbia saratoi";"n";"";"";"";"";"";"";"";"";"e?";"u";"u";"u";"";"e?";"e";"e";"e";"e";"";"";"S"
"Euphorbia saxatilis";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"";"";"–";"#";"";"";"E";"NE-Alp!";"S"
"Euphorbia seguieriana";"VU";"2";"-1";"-1";"";"VU";"RE";"";"VU";"";"";"";"";"";"";"+";"#";"#";"#";"";"Euras";"S"
"Euphorbia stricta";"LC";"4";"0";"-1";"LC";"CR";"LC";"VU";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Euphorbia taurinensis";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"u";"le?";"le";"le";"le";"";"";"H"
"Euphorbia verrucosa";"VU";"3";"-2";"-1";"VU";"EN";"EN";"EN";"VU";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Euphorbia virgata s.str.";"NT";"3";"-1";"-1";"VU";"G";"DD";"DD";"NT";"";"";"";"";"";"";"#";"#";"#";"#";"";"Eur";"S"
"Euphrasia cuspidata";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"";"";"#";"";"–";"";"";"";"";"Eur";"H"
"Euphrasia hirtella";"EN";"1";"-1";"0";"EN";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Euras";"H"
"Euphrasia inopinata";"G";"?";"?";"?";"G";"";"";"";"";"";"#";"";"u";"";"";"";"";"";"";"E";"E-Alp*!";"H"
"Euphrasia kerneri";"CR";"1";"-3";"-1";"CR";"";"";"?";"CR";"";"";"";"–";"–";"?";"–";"#";"";"#";"";"Eur";"H"
"Euphrasia micrantha";"CR";"1";"?";"-1";"";"CR";"";"";"";"";"";"";"";"";"";"#";"#";"";"";"";"Eur";"H"
"Euphrasia minima s.str.";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"H"
"Euphrasia nemorosa s.str.";"EN";"2";"?";"-1";"";"EN";"";"";"";"";"";"";"";"";"";"#";"#";"";"";"";"Eur";"H"
"Euphrasia officinalis subsp. picta";"LC";"4";"0";"-1";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"E-Alp";"H"
"Euphrasia officinalis subsp. pratensis";"LC";"5";"-2";"-1";"LC";"VU";"VU";"VU";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Euphrasia salisburgensis";"LC";"4";"0";"0";"LC";"";"EN";"";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Euphrasia sinuata";"VU";"1";"0";"-1";"VU";"";"";"";"";"";"#";"";"";"";"";"";"";"";"";"E";"E-Alp*!";"H"
"Euphrasia stricta";"VU";"3";"-2";"-1";"VU";"VU";"EN";"VU";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Euthamia graminifolia";"n";"";"";"";"";"";"";"";"";"le";"u";"";"";"";"";"u";"u";"u";"";"";"";"S"
"Facchinia cherlerioides subsp. aretioides";"LC";"2";"0";"0";"LC";"";"";"";"";"–";"–";"#";"#";"";"#";"#";"";"";"";"";"NE-Alp";"S"
"Facchinia cherlerioides subsp. cherlerioides";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"";"#";"";"";"";"";"";"";"Alp";"S"
"Facchinia rupestris";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"";"";"";"";"";"";"Alp";"S"
"Fagus sylvatica";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"B"
"Falcaria vulgaris";"LC";"4";"-1";"-1";"LC";"LC";"VU";"VU";"LC";"u";"u";"u";"–";"e?";"#";"#";"#";"#";"#";"";"Euras";"B"
"Fallopia baldschuanica";"n";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"le";"le";"u";"";"";"B"
"Fallopia convolvulus";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Fallopia dumetorum";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Festuca alpestris";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"#";"";"";"";"";"";"";"";"";"SE-Alp";"S"
"Festuca alpina";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Festuca amethystina";"LC";"3";"0";"-1";"LC";"EN";"EN";"VU";"";"#";"#";"";"#";"#";"#";"#";"#";"?";"#";"";"Eur";"S"
"Festuca bromoides";"CR";"1";"-2";"-3";"n";"";"n";"CR";"RE?";"u";"u";"";"u";"?";"#";"–";"u";"";"#";"";"Kosm";"H"
"Festuca calva";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"SE-Alp";"S"
"Festuca danthonii";"n";"";"";"";"";"";"";"";"";"";"";"";"e";"e?";"e";"e";"e";"e";"e?";"";"";"H"
"Festuca eggleri";"VU";"2";"-1";"-1";"VU";"";"";"";"";"";"";"";"";"";"#";"";"";"";"";"E";"ZE-Alp*!";"S"
"Festuca filiformis";"VU";"3";"-1";"-2";"VU";"VU";"CR";"EN";"";"";"e?";"–";"#*";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Festuca guestfalica s.lat.";"NT";"3";"-1";"-1";"EN";"NT";"VU";"VU";"VU";"#";"#";"";"#";"";"#";"#";"#";"#";"#";"";"Eur";"S"
"Festuca halleri s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"";"";"";"–";"";"";"";"";"Eur";"S"
"Festuca heteromalla";"LC";"3";"0";"0";"LC";"G*";"n";"n";"n";"?";"#";"#";"#";"#";"#";"#";"#";"u";"e?";"";"Eur";"S"
"Festuca heterophylla";"LC";"4";"-1";"-1";"NT";"VU";"VU";"LC";"LC";"+";"#";"?";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Festuca intercedens";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Alp";"S"
"Festuca laevigata";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Eur";"S"
"Festuca myuros";"LC";"3";"1";"1";"LC";"LC";"n";"LC";"LC";"e?";"e";"e?";"e";"e";"#";"e";"#";"#";"#";"";"Euras (Kosm)";"H"
"Festuca nigrescens";"LC";"5";"-1";"-1";"LC";"VU";"VU";"G";"n";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Festuca nigricans";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"";"";"";"";"";"";"";"Eur";"S"
"Festuca nitida";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"";"#";"";"";"";"";"";"";"Eur";"S"
"Festuca norica";"LC";"3";"0";"0";"LC";"";"";"";"";"?";"#";"#";"#";"#";"#";"#";"";"";"";"";"E-Alp";"S"
"Festuca ovina s.str.";"CR";"1";"-3";"-2";"?";"CR";"?";"";"";"";"";"";"";"";"";"#";"#";"–";"";"";"Eur (Kosm)";"S"
"Festuca pallens s.lat.";"NT";"3";"-1";"-1";"NT";"NT";"VU";"";"NT";"";"";"";"#";"#";"#";"#";"#";"";"#";"";"Eur";"S"
"Festuca picturata";"LC";"3";"0";"0";"LC";"";"";"";"";"–";"#";"#";"#";"#";"#";"–";"#";"";"";"";"Eur";"S"
"Festuca psammophila subsp. dominii";"CR";"1";"?";"-3";"";"";"";"";"CR";"";"";"";"";"";"";"";"#";"+";"";"D";"Eur";"S"
"Festuca pseudodalmatica";"VU";"2";"-1";"-1";"VU";"";"";"VU";"";"";"";"";"";"";"#";"";"";"";"#";"";"Euras";"S"
"Festuca pseudodura";"LC";"3";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"#";"";"";"";"";"S";"E-Alp";"S"
"Festuca pseudovaria subsp. winnebachensis";"LC";"1";"0";"0";"LC";"";"";"";"";"";"";"#";"";"";"";"";"";"";"";"S";"E-Alp*";"S"
"Festuca pulchra";"VU";"3";"-2";"-1";"";"";"n";"n";"VU";"";"u";"";"u";"";"u";"u";"#";"#";"#";"";"Euras";"S"
"Festuca pumila";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Festuca rubra subsp. juncea";"LC";"2";"1";"1";"LC";"LC";"LC";"LC";"LC";"u";"u";"";"le";"e";"#*";"#*";"#*";"#*";"u";"";"Eur";"S"
"Festuca rubra subsp. rubra";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Festuca rupicaprina";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"";"#";"–";"#";"#";"#";"";"";"";"Alp";"S"
"Festuca rupicola";"LC";"5";"-2";"-1";"NT";"VU";"VU";"NT";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Festuca stenantha";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Festuca stricta";"VU";"2";"-1";"-1";"VU";"";"";"";"VU";"";"";"";"";"";"";"";"#";"#";"#";"E";"Ö!";"S"
"Festuca supina";"LC";"2";"0";"0";"LC";"";"";"";"";"?";"#";"";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Festuca trachyphylla";"VU";"3";"?";"-1";"VU";"VU";"n";"n";"EN*";"#*";"#*";"#";"#";"#";"#";"e";"#";"e";"e?";"";"Eur";"S"
"Festuca trichophylla";"CR";"1";"-3";"-3";"CR";"";"";"";"CR";"";"#";"";"";"#";"";"";"#";"#";"#";"";"Eur";"S"
"Festuca vaginata";"CR";"1";"-2";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"–";"#";"#";"";"";"Eur";"S"
"Festuca valesiaca";"VU";"3";"-2";"-1";"EN";"VU";"n";"EN";"VU";"";"#";"–";"";"–";"–";"u";"#";"#";"#";"";"Euras";"S"
"Festuca varia s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"";"";"";"";"S";"ZE-Alp";"S"
"Festuca versicolor subsp. brachystachys";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"";"#";"#";"#";"";"";"E";"NE-Alp!";"S"
"Festuca versicolor subsp. pallidula";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"";"#";"#";"#";"";"";"E";"NE-Alp!";"S"
"Festuca vivipara";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"–";"";"";"";"";"Hol";"S"
"Ficaria calthifolia";"LC";"3";"0";"0";"";"";"";"";"LC";"";"";"";"";"";"";"–";"#";"#";"#";"";"Eur";"S"
"Ficaria verna s.str.";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"S"
"Filago arvensis";"VU";"3";"-2";"-1";"CR";"VU";"EN";"EN";"VU";"+";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Filago germanica";"VU";"2";"-1";"-1";"CR";"EN";"";"CR";"VU";"";"–";"–";"–";"+";"#";"+";"#";"#";"#";"";"Euras";"H"
"Filago lutescens";"VU";"2";"-1";"-1";"VU";"RE";"";"VU";"EN";"";"";"";"";"";"#";"+";"#";"#";"#";"";"Eur";"H"
"Filipendula ulmaria subsp. picbaueri";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"";"#";"";"";"V";"Eur";"S"
"Filipendula ulmaria subsp. ulmaria";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Filipendula vulgaris";"VU";"3";"-2";"-2";"VU";"VU";"EN";"VU";"VU";"–";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"S"
"Forsythia x intermedia";"n";"";"";"";"";"";"";"";"";"";"u";"u";"le?";"";"u";"u";"le";"u";"";"";"";"B"
"Fourraea alpina";"NT";"2";"0";"-1";"NT";"NT";"";"";"EN";"";"#";"–";"";"";"";"?";"#";"#";"";"";"Eur";"S"
"Fragaria moschata";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Fragaria vesca";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Fragaria viridis";"NT";"4";"-2";"-1";"VU";"VU";"VU";"NT";"NT";"+";"#";"#";"+";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Frangula alnus";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"B"
"Fraxinus angustifolia subsp. danubialis";"VU";"2";"-1";"-1";"";"";"";"EN";"VU";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"B"
"Fraxinus excelsior";"NT";"5";"-2";"-3";"NT";"NT";"NT";"NT";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"B"
"Fraxinus ornus";"LC";"3";"0";"0";"LC";"";"";"CR*";"LC";"";"#";"#";"";"#";"#*";"u";"e";"u";"#*";"";"Eur (Euras)";"B"
"Fraxinus pennsylvanica";"n";"";"";"";"";"";"";"";"";"";"";"u";"u";"";"";"u";"e";"e?";"e?";"";"";"B"
"Fritillaria meleagris";"CR";"1";"-1";"-2";"n";"n";"n";"CR";"";"u";"";"";"u";"";"#";"e?";"u";"u?";"#";"";"Eur";"S"
"Fumana procumbens";"NT";"2";"0";"-1";"VU";"";"RE";"";"NT";"";"#";"";"";"#";"#";"+";"#";"#";"#";"";"Euras";"S"
"Fumaria officinalis";"LC";"4";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Fumaria rostellata";"VU";"2";"-1";"-1";"EN";"";"";"n";"VU";"";"u";"u";"";"u";"e";"";"#";"u";"#";"";"Eur";"H"
"Fumaria schleicheri";"NT";"2";"0";"-1";"EN";"EN";"";"CR";"NT";"";"u";"u";"";"";"#";"u";"#";"#";"#";"";"Euras";"H"
"Fumaria vaillantii";"NT";"3";"-1";"0";"VU";"VU";"VU";"VU";"NT";"";"#*";"#";"u";"#*";"#";"#";"#";"#";"#";"";"Euras";"H"
"Gagea bohemica";"EN";"2";"-1";"-2";"";"EN";"";"";"EN";"";"";"";"";"";"";"";"#";"+";"#";"";"Eur";"S"
"Gagea liotardii";"LC";"2";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"";"";"";"";"";"";"Euras";"S"
"Gagea lutea";"LC";"4";"-1";"-1";"NT";"VU";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Gagea minima";"NT";"3";"-1";"-1";"NT";"VU";"";"VU";"VU";"–";"#";"#";"#";"#";"#";"–";"#";"#";"#";"";"Euras";"S"
"Gagea pratensis";"VU";"3";"-2";"-1";"EN";"VU";"CR";"VU";"VU";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Gagea pusilla";"VU";"2";"-1";"-1";"";"";"";"RE";"VU";"";"";"";"";"?";"+";"–";"#";"#";"#";"";"Euras";"S"
"Gagea serotina";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Hol";"S"
"Gagea spathacea";"VU";"1";"0";"-1";"";"";"";"VU";"";"";"";"";"";"";"";"";"";"";"#";"";"Eur";"S"
"Gagea villosa";"VU";"3";"-2";"-2";"CR";"EN";"CR";"VU";"VU";"";"";"#";"–";"?";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galanthus elwesii";"n";"";"";"";"";"";"";"";"";"";"";"u";"";"";"";"u";"le";"le";"";"";"";"S"
"Galanthus nivalis";"LC";"3";"0";"-1";"VU";"VU";"VU";"NT";"LC";"e";"u";"le";"#";"u";"#";"#";"#";"#";"#";"";"Eur (Hol)";"S"
"Galatella cana";"EN";"1";"-1";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"";"#";"";"#";"";"Eur";"S"
"Galatella linosyris";"VU";"3";"-2";"-1";"CR";"EN";"CR*";"CR";"VU";"";"";"";"";"#";"";"#*";"#";"#";"#";"";"Eur";"S"
"Galega officinalis";"VU";"2";"-1";"-1";"VU";"n";"n";"VU";"VU";"u";"u";"";"u";"#";"#*";"e";"#";"#";"#";"";"Euras (Kosm)";"S"
"Galeobdolon argentatum";"n";"";"";"";"";"";"";"";"";"u";"e";"e";"e";"e";"e";"e";"e";"le";"e";"";"";"S"
"Galeobdolon flavidum";"LC";"4";"0";"0";"LC";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Galeobdolon montanum";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galeopsis angustifolia";"LC";"3";"0";"0";"LC";"EN";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Galeopsis bifida";"LC";"4";"0";"0";"LC";"LC";"VU";"LC";"VU";"+*";"#";"?";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Galeopsis ladanum s.str.";"NT";"3";"-1";"-1";"NT";"NT";"EN";"EN";"RE?";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Galeopsis pernhofferi";"DD";"?";"?";"?";"DD";"";"";"";"";"#";"#";"–";"";"";"#";"";"";"";"";"";"Eur";"H"
"Galeopsis pubescens";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Galeopsis speciosa";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Galeopsis tetrahit s.str.";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"H"
"Galinsoga parviflora";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Galinsoga quadriradiata";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"H"
"Galium album s.str.";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"S"
"Galium anisophyllon";"LC";"4";"0";"0";"LC";"";"CR";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"–";"";"Eur";"S"
"Galium aparine s.str.";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Galium aristatum";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"";"+";"#";"";"–";"";"";"";"";"Eur";"S"
"Galium austriacum";"LC";"2";"0";"0";"LC";"";"";"";"EN";"";"";"";"";"#";"";"?";"#";"#";"#";"";"Eur";"S"
"Galium boreale s.str.";"NT";"4";"-2";"-2";"NT";"VU";"VU";"EN";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Galium elongatum";"VU";"3";"-1";"-2";"VU";"VU";"VU";"VU";"VU";"#";"#";"–";"#";"+";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium eruptivum";"EN";"2";"-1";"-2";"EN";"";"";"EN";"";"";"";"";"";"";"#";"";"";"";"#";"";"Eur";"S"
"Galium glaucum s.str.";"VU";"3";"-2";"-1";"VU";"VU";"CR";"EN";"VU";"";"";"";"";"+?*";"–";"#";"#";"#";"#";"";"Eur";"S"
"Galium intermedium";"LC";"3";"0";"0";"LC";"";"";"EN";"EN";"";"?";"";"";"#";"#";"";"#";"";"#";"";"Eur";"S"
"Galium laevigatum";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Galium lucidum subsp. lucidum";"LC";"4";"0";"0";"LC";"n";"";"";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium lucidum subsp. meliodorum ined.";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"";"#";"–";"#";"";"";"E";"NE-Alp!";"S"
"Galium megalospermum";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"–";"#";"";"#";"#";"";"";"";"";"Alp";"S"
"Galium mollugo s.str.";"LC";"4";"-1";"-1";"LC";"VU";"VU";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium noricum";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"#";"#";"";"";"S";"E-Alp";"S"
"Galium odoratum";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Galium palustre subsp. palustre";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"VU";"";"#";"#";"";"#";"";"#";"";"";"";"";"Euras";"S"
"Galium palustre subsp. tetraploideum";"G";"2";"?";"?";"G";"";"G";"";"";"#";"";"";"#";"";"";"#";"";"";"";"";"Eur";"S"
"Galium parisiense";"CR";"1";"-3";"-3";"RE?";"CR";"RE,n";"RE?";"RE?";"";"";"";"";"";"+?";"#";"+?";"+";"+?";"";"Eur (Hol)";"H"
"Galium pumilum";"NT";"4";"-2";"-2";"NT";"NT";"VU";"VU";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium pycnotrichum";"NT";"3";"-1";"-1";"EN";"EN";"EN";"VU";"NT";"";"u";"";"";"";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium rivale";"EN";"1";"-1";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#";"";"";"";"Euras";"S"
"Galium rotundifolium";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium rubioides";"EN";"2";"-2";"-1";"n";"";"";"";"EN";"u";"";"";"u";"";"";"";"#";"#";"#";"";"Eur";"S"
"Galium saxatile";"LC";"2";"1";"0";"n";"LC";"LC";"n";"n";"u";"u";"u";"e";"u";"u";"#*";"#*";"";"";"";"Eur";"S"
"Galium spurium";"LC";"4";"-1";"-1";"EN";"VU";"EN";"VU";"LC";"#";"#";"+?";"u";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Galium sylvaticum s.str.";"LC";"5";"0";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"–";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Galium tricornutum";"EN";"2";"-2";"-1";"EN";"n";"CR";"RE?";"EN";"u";"u";"u";"le";"u";"u";"u";"#";"#";"#";"";"Euras (Kosm)";"H"
"Galium trifidum";"EN";"1";"0";"-2";"EN";"";"";"";"";"";"";"";"";"";"#";"";"";"";"";"D";"Hol";"S"
"Galium truniacum";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"";"#";"";"#";"#";"#";"";"";"S";"NE-Alp";"S"
"Galium uliginosum";"LC";"5";"-2";"-1";"LC";"NT";"NT";"NT";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Galium valdepilosum";"VU";"2";"-1";"-1";"";"VU";"";"";"VU";"";"";"";"";"";"";"#";"#";"";"";"";"Eur";"S"
