SPECIES_NR;LETTERCODE;SHORTNAME;ABBREVIAT;NATIVENAME;AUTHOR;SYNONYM;VALID_NR
340;ALCHSUG;Alchemilla subglobosa;Alchemilla subglobosa;;;FALSCH;340
341;ALCHSUS;Alchemilla subsericea;Alchemilla subsericea;;;FALSCH;341
342;ALCHTEN;Alchemilla tenuis;Alchemilla tenuis;;;FALSCH;342
343;ALCHTIR;Alchemilla tirolensis;Alchemilla tirolensis;;;FALSCH;343
344;ALCHTYT;Alchemilla tytthantha;Alchemilla tytthantha;;;FALSCH;344
345;ALCHUND;Alchemilla undulata;Alchemilla undulata;;;FALSCH;345
346;ALCHURS;Alchemilla ursina;Alchemilla ursina;;;FALSCH;346
347;ALCHVEL;Alchemilla velebitica;Alchemilla velebitica;;;FALSCH;347
348;ALCHVER;Alchemilla versipila;Alchemilla versipila;;;FALSCH;348
349;ALCHVUL;Alchemill vulgaris ag.;Alchemilla vulgaris agg.;;;FALSCH;349
350;ALCHVUG;Alchemi vulgari s.str.;Alchemilla vulgaris s.str.;;;FALSCH;350
351;ALCHWAL;Alchemilla walasii;Alchemilla walasii;;;FALSCH;351
352;ALCHXAN;Alchemilla xanthochlor;Alchemilla xanthochlora;;;FALSCH;352
353;ALCHACO;Alchemilla acrostegia;Alchemilla acrostegia;;;FALSCH;353
354;ALCHAEQ;Alchemilla aequidens;Alchemilla aequidens;;;FALSCH;354
355;ALCHAMA;Alchemilla amauroptera;Alchemilla amauroptera;;;FALSCH;355
356;ALCHAMB;Alchemilla amblyodes;Alchemilla amblyodes;;;FALSCH;356
357;ALCHAMI;Alchemilla amicorum;Alchemilla amicorum;;;FALSCH;357
358;ALCHANI;Alchemilla animosa;Alchemilla animosa;;;FALSCH;358
359;ALCHASP;Alchemilla aspera;Alchemilla aspera;;;FALSCH;359
360;ALCHBAB;Alchemilla babiogorens;Alchemilla babiogorensis;;;FALSCH;360
361;ALCHBOG;Alchemilla bogumilii;Alchemilla bogumilii;;;FALSCH;361
362;ALCHBOL;Alchemilla boleslai;Alchemilla boleslai;;;FALSCH;362
363;ALCHBRA;Alchemilla brachycodon;Alchemilla brachycodon;;;FALSCH;363
364;ALCHCHI;Alchemilla chilitricha;Alchemilla chilitricha;;;FALSCH;364
365;ALCHCOO;Alche color auct. slov;Alchemilla colorata auct. slovac.;;;FALSCH;365
366;ALCHCOT;Alchemilla contractili;Alchemilla contractilis;;;FALSCH;366
367;ALCHCUI;Alchemilla curtischist;Alchemilla curtischista;;;FALSCH;367
368;ALCHDEU;Alchemilla decurrens;Alchemilla decurrens;;;FALSCH;368
369;ALCHDEL;Alchemilla delitescens;Alchemilla delitescens;;;FALSCH;369
370;ALCHECH;Alchemilla echinogloba;Alchemilla echinogloba;;;FALSCH;370
371;ALCHERY;Alchemilla erythropoda;Alchemilla erythropoda;;;FALSCH;371
372;ALCHEUG;Alchemilla eugenii;Alchemilla eugenii;;;FALSCH;372
373;ALCHEXA;Alchemilla exaperta;Alchemilla exaperta;;;FALSCH;373
374;ALCHFUS;Alchemilla fusoidea;Alchemilla fusoidea;;;FALSCH;374
375;ALCHGIE;Alchemilla giewontica;Alchemilla giewontica;;;FALSCH;375
376;ALCHGOR;Alchemilla gorcensis;Alchemilla gorcensis;;;FALSCH;376
377;ALCHGRN;Alchemilla grandiceps;Alchemilla grandiceps;;;FALSCH;377
378;ALCHGYM;Alchemilla gymnopoda;Alchemilla gymnopoda;;;FALSCH;378
379;ALCHHYP;Alchemilla hyperptycha;Alchemilla hyperptycha;;;FALSCH;379
380;ALCHISO;Alchemilla isodonta;Alchemilla isodonta;;;FALSCH;380
381;ALCHJAS;Alchemilla jasiewiczii;Alchemilla jasiewiczii;;;FALSCH;381
382;ALCHKOR;Alchemilla kornasiana;Alchemilla kornasiana;;;FALSCH;382
383;ALCHKOS;Alchemilla kosiarensis;Alchemilla kosiarensis;;;FALSCH;383
384;ALCHKUL;Alchemilla kulczynskii;Alchemilla kulczynskii;;;FALSCH;384
385;ALCHLAE;Alchemilla laevipes;Alchemilla laevipes;;;FALSCH;385
386;ALCHLOG;Alchemilla longidens;Alchemilla longidens;;;FALSCH;386
387;ALCHLOR;Alchemilla lorata;Alchemilla lorata;;;FALSCH;387
388;ALCHLOX;Alchemilla loxotropa;Alchemilla loxotropa;;;FALSCH;388
389;ALCHLUD;Alchemilla ludovitiana;Alchemilla ludovitiana;;;FALSCH;389
390;ALCHMAR;Alchemilla marginata;Alchemilla marginata;;;FALSCH;390
391;ALCHMEG;Alchemilla megalodonta;Alchemilla megalodonta;;;FALSCH;391
392;ALCHMIR;Alchemilla microsphaer;Alchemilla microsphaerica;;;FALSCH;392
393;ALCHMIO;Alchemi microsp s.lat.;Alchemilla microsphaerica s.lat.;;;FALSCH;393
394;ALCHMOL;Alchemilla mollifolia;Alchemilla mollifolia;;;FALSCH;394
395;ALCHMON;Alchemilla moncophila;Alchemilla moncophila;;;FALSCH;395
396;ALCHMUL;Alchemilla multiloba;Alchemilla multiloba;;;FALSCH;396
397;ALCHOBE;Alchemilla obesa;Alchemilla obesa;;;FALSCH;397
398;ALCHOCU;Alchemilla oculimarina;Alchemilla oculimarina;;;FALSCH;398
399;ALCHPAT;Alchemilla patens;Alchemilla patens;;;FALSCH;399
400;ALCHPSE;Alchemilla pseudincisa;Alchemilla pseudincisa;;;FALSCH;400
401;ALCHPSU;Alchemilla pseudothmar;Alchemilla pseudothmarii;;;FALSCH;401
402;ALCHPUN;Alchemilla pungentiflo;Alchemilla pungentiflora;;;FALSCH;402
403;ALCHREV;Alchemilla reversantha;Alchemilla reversantha;;;FALSCH;403
404;ALCHRHD;Alchemilla rhodocycla;Alchemilla rhodocycla;;;FALSCH;404
405;ALCHSEJ;Alchemilla sejuncta;Alchemilla sejuncta;;;FALSCH;405
406;ALCHSEC;Alchemilla sericoneuro;Alchemilla sericoneuroides;;;FALSCH;406
407;ALCHSMA;Alchemilla smaragdina;Alchemilla smaragdina;;;FALSCH;407
408;ALCHSOJ;Alchemilla sojakii;Alchemilla sojakii;;;FALSCH;408
409;ALCHSTA;Alchemilla stanislaae;Alchemilla stanislaae;;;FALSCH;409
410;ALCHSTE;Alchemilla stenoleuca;Alchemilla stenoleuca;;;FALSCH;410
411;ALCHSUB;Alchemilla subconniven;Alchemilla subconnivens;;;FALSCH;411
412;ALCHSUE;Alchemilla subsessilis;Alchemilla subsessilis;;;FALSCH;412
413;ALCHSUP;Alchemilla superata;Alchemilla superata;;;FALSCH;413
414;ALCHTAC;Alchemilla tacikii;Alchemilla tacikii;;;FALSCH;414
415;ALCHTHA;Alchemilla thaumasia;Alchemilla thaumasia;;;FALSCH;415
416;ALCHVIR;Alchemilla virginea;Alchemilla virginea;;;FALSCH;416
417;ALCHWAI;Alchemilla wallischii;Alchemilla wallischii;;;FALSCH;417
418;ALCHZAP;Alchemilla zapalowiczi;Alchemilla zapalowiczii;;;FALSCH;418
419;ALCHSP.;Alchemilla sp.;Alchemilla sp.;;;FALSCH;419
420;ALDRVES;Aldrovanda vesiculosa;Aldrovanda vesiculosa;;;FALSCH;420
421;ALDRSP.;Aldrovanda sp.;Aldrovanda sp.;;;FALSCH;421
422;ALECNIG;Alectoria nigricans;Alectoria nigricans;;;FALSCH;422
423;ALECOCH;Alectoria ochroleuca;Alectoria ochroleuca;;;FALSCH;423
424;ALECSAR;Alectoria sarmentosa;Alectoria sarmentosa;;;FALSCH;424
425;ALECSP.;Alectoria sp.;Alectoria sp.;;;FALSCH;425
426;ALISGRA;Alisma gramineum;Alisma gramineum;;;FALSCH;426
427;ALISLAN;Alisma lanceolatum;Alisma lanceolatum;;;FALSCH;427
428;ALISPLN;Alisma plantago-aq ag.;Alisma plantago-aquatica agg.;;;FALSCH;428
429;ALISPLA;Alisma plantago-aquati;Alisma plantago-aquatica;;;FALSCH;429
430;ALISSP.;Alisma sp.;Alisma sp.;;;FALSCH;430
431;ALKATIN;Alkanna tinctoria;Alkanna tinctoria;;;FALSCH;431
432;ALKASP.;Alkanna sp.;Alkanna sp.;;;FALSCH;432
433;ALLAALP;Allantoparmel alpicola;Allantoparmelia alpicola;;;FALSCH;433
434;ALLASP.;Allantoparmelia sp.;Allantoparmelia sp.;;;FALSCH;434
435;ALLIPET;Alliaria petiolata;Alliaria petiolata;;;FALSCH;435
436;ALLISP.;Alliaria sp.;Alliaria sp.;;;FALSCH;436
437;ALLUANG;Allium angulosum;Allium angulosum;;;FALSCH;437
438;ALLUASC;Allium ascalonicum;Allium ascalonicum;;;FALSCH;438
439;ALLUATR;Allium atropurpureum;Allium atropurpureum;;;FALSCH;439
440;ALLUCAR;Allium carinatum;Allium carinatum;;;FALSCH;440
441;ALLUCAI;Allium carina s. carin;Allium carinatum ssp. carinatum;;;FALSCH;441
442;ALLUCAN;Allium carina s. pulch;Allium carinatum ssp. pulchellum;;;FALSCH;442
443;ALLUCEP;Allium cepa;Allium cepa;;;FALSCH;443
444;ALLUCHR;Allium christophii;Allium christophii;;;FALSCH;444
445;ALLUFIS;Allium fistulosum;Allium fistulosum;;;FALSCH;445
446;ALLUFLA;Allium flavum;Allium flavum;;;FALSCH;446
447;ALLUNIG;Allium nigrum;Allium nigrum;;;FALSCH;447
448;ALLUOCH;Allium ochroleucum;Allium ochroleucum;;;FALSCH;448
449;ALLUOLE;Allium oleraceum;Allium oleraceum;;;FALSCH;449
450;ALLUPAR;Allium paradoxum;Allium paradoxum;;;FALSCH;450
451;ALLUPOR;Allium porrum;Allium porrum;;;FALSCH;451
452;ALLUROT;Allium rotundum;Allium rotundum;;;FALSCH;452
453;ALLUSAT;Allium sativum;Allium sativum;;;FALSCH;453
454;ALLUSCH;Allium schoenoprasum;Allium schoenoprasum;;;FALSCH;454
455;ALLUSCR;Allium scorodoprasum;Allium scorodoprasum;;;FALSCH;455
456;ALLUSEN;Allium senescens;Allium senescens;;;FALSCH;456
457;ALLUSEE;Allium senesc s. monta;Allium senescens ssp. montanum;;;FALSCH;457
458;ALLUSPH;Allium sphaerocephalon;Allium sphaerocephalon;;;FALSCH;458
459;ALLUSTR;Allium strictum;Allium strictum;;;FALSCH;459
460;ALLUSUA;Allium suaveolens;Allium suaveolens;;;FALSCH;460
461;ALLUURS;Allium ursinum;Allium ursinum;;;FALSCH;461
462;ALLUVIC;Allium victorialis;Allium victorialis;;;FALSCH;462
463;ALLUVIN;Allium vineale;Allium vineale;;;FALSCH;463
464;ALLUATO;Allium atroviolaceum;Allium atroviolaceum;;;FALSCH;464
465;ALLUERI;Allium ericetorum ag.;Allium ericetorum agg.;;;FALSCH;465
466;ALLUMAR;Allium marginatum;Allium marginatum;;;FALSCH;466
467;ALLUMOL;Allium moly;Allium moly;;;FALSCH;467
468;ALLUMOS;Allium moschatum;Allium moschatum;;;FALSCH;468
469;ALLURAM;Allium ramosum;Allium ramosum;;;FALSCH;469
470;ALLUSCO;Allium schoen s. alpin;Allium schoenoprasum ssp. alpinum;;;FALSCH;470
471;ALLUSCE;Allium schoen s. schoe;Allium schoenoprasum ssp. schoenoprasum;;;FALSCH;471
472;ALLUURI;Allium ursinu s. ucrai;Allium ursinum ssp. ucrainicum;;;FALSCH;472
473;ALLUURN;Allium ursinu s. ursin;Allium ursinum ssp. ursinum;;;FALSCH;473
474;ALLUXAN;Allium xanthicum;Allium xanthicum;;;FALSCH;474
475;ALLUZAH;Allium zahariadii;Allium zahariadii;;;FALSCH;475
476;ALLUSP.;Allium sp.;Allium sp.;;;FALSCH;476
477;ALNUALN;Alnus alnobetula;Alnus alnobetula;;;FALSCH;477
478;ALNUGLU;Alnus glutinosa;Alnus glutinosa;;;FALSCH;478
479;ALNUINC;Alnus incana;Alnus incana;;;FALSCH;479
480;ALNURUG;Alnus rugosa;Alnus rugosa;;;FALSCH;480
481;ALNUSP.;Alnus sp.;Alnus sp.;;;FALSCH;481
482;ALOIALO;Aloina aloides;Aloina aloides;;;FALSCH;482
483;ALOIAMB;Aloina ambigua;Aloina ambigua;;;FALSCH;483
484;ALOIBRE;Aloina brevirostris;Aloina brevirostris;;;FALSCH;484
485;ALOIRIG;Aloina rigida;Aloina rigida;;;FALSCH;485
486;ALOISP.;Aloina sp.;Aloina sp.;;;FALSCH;486
487;ALOPAEQ;Alopecurus aequalis;Alopecurus aequalis;;;FALSCH;487
488;ALOPGEN;Alopecurus geniculatus;Alopecurus geniculatus;;;FALSCH;488
489;ALOPMYO;Alopecurus myosuroides;Alopecurus myosuroides;;;FALSCH;489
490;ALOPPRA;Alopecurus pratensis;Alopecurus pratensis;;;FALSCH;490
491;ALOPREN;Alopecurus rendlei;Alopecurus rendlei;;;FALSCH;491
492;ALOPSP.;Alopecurus sp.;Alopecurus sp.;;;FALSCH;492
493;ALTHCAN;Althaea cannabina;Althaea cannabina;;;FALSCH;493
494;ALTHHIR;Althaea hirsuta;Althaea hirsuta;;;FALSCH;494
495;ALTHOFF;Althaea officinalis;Althaea officinalis;;;FALSCH;495
496;ALTHARM;Althaea armeniaca;Althaea armeniaca;;;FALSCH;496
497;ALTHSP.;Althaea sp.;Althaea sp.;;;FALSCH;497
498;ALYSALY;Alyssum alyssoides;Alyssum alyssoides;;;FALSCH;498
499;ALYSDES;Alyssum desertorum;Alyssum desertorum;;;FALSCH;499
500;ALYSMON;Alyssum montanum;Alyssum montanum;;;FALSCH;500
501;ALYSMOT;Alyssu montan s. gmeli;Alyssum montanum ssp. gmelinii;;;FALSCH;501
502;ALYSMOA;Alyssu montan s. monta;Alyssum montanum ssp. montanum;;;FALSCH;502
503;ALYSMOU;Alyssu montan v. preis;Alyssum montanum var. preissmannii;;;FALSCH;503
504;ALYSMUR;Alyssum murale;Alyssum murale;;;FALSCH;504
505;ALYSOVI;Alyssum ovirense;Alyssum ovirense;;;FALSCH;505
506;ALYSREP;Alyssum repens;Alyssum repens;;;FALSCH;506
507;ALYSREE;Alyssu repens s. trans;Alyssum repens ssp. transsilvanicum;;;FALSCH;507
508;ALYSTOR;Alyssum tortuosum;Alyssum tortuosum;;;FALSCH;508
509;ALYSWUL;Alyssum wulfenianum;Alyssum wulfenianum;;;FALSCH;509
510;ALYSROS;Alyssum rostratum;Alyssum rostratum;;;FALSCH;510
511;ALYSSP.;Alyssum sp.;Alyssum sp.;;;FALSCH;511
512;AMARALB;Amaranthus albus;Amaranthus albus;;;FALSCH;512
513;AMARBLI;Amaranthus blitoides;Amaranthus blitoides;;;FALSCH;513
514;AMARBLT;Amaranthus blitum;Amaranthus blitum;;;FALSCH;514
515;AMARBOU;Amaranthus bouchonii;Amaranthus bouchonii;;;FALSCH;515
516;AMARCAU;Amaranthus caudatus;Amaranthus caudatus;;;FALSCH;516
517;AMARCRI;Amaranthus crispus;Amaranthus crispus;;;FALSCH;517
518;AMARCRS;Amaranthus crispus ag.;Amaranthus crispus agg.;;;FALSCH;518
519;AMARCRU;Amarant cruentu s.str.;Amaranthus cruentus s.str.;;;FALSCH;519
520;AMARDEF;Amaranthus deflexus;Amaranthus deflexus;;;FALSCH;520
521;AMAREMA;Amaranthus emarginatus;Amaranthus emarginatus;;;FALSCH;521
522;AMARGRA;Amaranthus graecizans;Amaranthus graecizans;;;FALSCH;522
523;AMARHYB;Amaranthu hybridus ag.;Amaranthus hybridus agg.;;;FALSCH;523
524;AMARHYR;Amarant hybridu s.str.;Amaranthus hybridus s.str.;;;FALSCH;524
525;AMARHYP;Amaranthus hypochondri;Amaranthus hypochondriacus;;;FALSCH;525
526;AMARPAL;Amaranthus palmeri;Amaranthus palmeri;;;FALSCH;526
527;AMARPOW;Amaranthus powellii;Amaranthus powellii;;;FALSCH;527
528;AMARQUI;Amaranthus quitensis;Amaranthus quitensis;;;FALSCH;528
529;AMARRET;Amaranthus retroflexus;Amaranthus retroflexus;;;FALSCH;529
530;AMARSTA;Amaranthus standleyanu;Amaranthus standleyanus;;;FALSCH;530
531;AMARRUD;Amaranthus rudis;Amaranthus rudis;;;FALSCH;531
532;AMARTUB;Amaranthus tuberculatu;Amaranthus tuberculatus;;;FALSCH;532
533;AMARVIR;Amaranthus viridis;Amaranthus viridis;;;FALSCH;533
534;AMARACU;Amaranthus acutilobus;Amaranthus acutilobus;;;FALSCH;534
535;AMARSPI;Amaranthus spinosus;Amaranthus spinosus;;;FALSCH;535
536;AMARSP.;Amaranthus sp.;Amaranthus sp.;;;FALSCH;536
537;AMBEMOS;Amberboa moschata;Amberboa moschata;;;FALSCH;537
538;AMBESP.;Amberboa sp.;Amberboa sp.;;;FALSCH;538
539;AMBLDEA;Amblyodon dealbatus;Amblyodon dealbatus;;;FALSCH;539
540;AMBLSP.;Amblyodon sp.;Amblyodon sp.;;;FALSCH;540
541;AMBYCOM;Amblystegium compactum;Amblystegium compactum;;;FALSCH;541
542;AMBYFLU;Amblystegiu fluviatile;Amblystegium fluviatile;;;FALSCH;542
543;AMBYHUM;Amblystegium humile;Amblystegium humile;;;FALSCH;543
544;AMBYSAX;Amblystegium saxatile;Amblystegium saxatile;;;FALSCH;544
545;AMBYSER;Amblystegium serpens;Amblystegium serpens;;;FALSCH;545
546;AMBYTEN;Amblystegium tenax;Amblystegium tenax;;;FALSCH;546
547;AMBYVAR;Amblystegium varium;Amblystegium varium;;;FALSCH;547
548;AMBYSP.;Amblystegium sp.;Amblystegium sp.;;;FALSCH;548
549;AMBRART;Ambrosia artemisiifoli;Ambrosia artemisiifolia;;;FALSCH;549
550;AMBRTRI;Ambrosia trifida;Ambrosia trifida;;;FALSCH;550
551;AMBRSP.;Ambrosia sp.;Ambrosia sp.;;;FALSCH;551
552;AMELLAM;Amelanchier lamarckii;Amelanchier lamarckii;;;FALSCH;552
553;AMELOVA;Amelanchier ovalis;Amelanchier ovalis;;;FALSCH;553
554;AMELSPI;Amelanchier spicata;Amelanchier spicata;;;FALSCH;554
555;AMELSP.;Amelanchier sp.;Amelanchier sp.;;;FALSCH;555
556;AMMIMAJ;Ammi majus;Ammi majus;;;FALSCH;556
557;AMMIVIS;Ammi visnaga;Ammi visnaga;;;FALSCH;557
558;AMMISP.;Ammi sp.;Ammi sp.;;;FALSCH;558
559;AMORFRU;Amorpha fruticosa;Amorpha fruticosa;;;FALSCH;559
560;AMORSP.;Amorpha sp.;Amorpha sp.;;;FALSCH;560
561;AMPHLAP;Amphidium lapponicum;Amphidium lapponicum;;;FALSCH;561
562;AMPHMOU;Amphidium mougeottii;Amphidium mougeottii;;;FALSCH;562
563;AMPHSP.;Amphidium sp.;Amphidium sp.;;;FALSCH;563
564;AMYGCON;Amygdalaria consentien;Amygdalaria consentiens;;;FALSCH;564
565;AMYGPAN;Amygdalaria panaeola;Amygdalaria panaeola;;;FALSCH;565
566;AMYGSP.;Amygdalaria sp.;Amygdalaria sp.;;;FALSCH;566
567;ANACPYR;Anacamptis pyramidalis;Anacamptis pyramidalis;;;FALSCH;567
568;ANACSP.;Anacamptis sp.;Anacamptis sp.;;;FALSCH;568
569;ANAASPL;Anacamptodo splachnoid;Anacamptodon splachnoides;;;FALSCH;569
570;ANAASP.;Anacamptodon sp.;Anacamptodon sp.;;;FALSCH;570
571;ANAOWEB;Anacolia webbii;Anacolia webbii;;;FALSCH;571
572;ANAOSP.;Anacolia sp.;Anacolia sp.;;;FALSCH;572
573;ANAYCLA;Anacyclus clavatus;Anacyclus clavatus;;;FALSCH;573
574;ANAYVAL;Anacyclus valentinus;Anacyclus valentinus;;;FALSCH;574
575;ANAYSP.;Anacyclus sp.;Anacyclus sp.;;;FALSCH;575
576;ANAGARV;Anagallis arvensis;Anagallis arvensis;;;FALSCH;576
577;ANAGFOE;Anagallis foemina;Anagallis foemina;;;FALSCH;577
578;ANAGTEN;Anagallis tenella;Anagallis tenella;;;FALSCH;578
579;ANAGMON;Anagallis monellii;Anagallis monellii;;;FALSCH;579
580;ANAGSP.;Anagallis sp.;Anagallis sp.;;;FALSCH;580
581;ANAPMAR;Anaphalis margaritacea;Anaphalis margaritacea;;;FALSCH;581
582;ANAPSP.;Anaphalis sp.;Anaphalis sp.;;;FALSCH;582
583;ANATBRY;Anaptychia bryorum;Anaptychia bryorum;;;FALSCH;583
584;ANATCIL;Anaptychia ciliaris;Anaptychia ciliaris;;;FALSCH;584
585;ANATCRI;Anaptychia crinalis;Anaptychia crinalis;;;FALSCH;585
586;ANATSP.;Anaptychia sp.;Anaptychia sp.;;;FALSCH;586
587;ANASORC;Anastrepta orcadensis;Anastrepta orcadensis;;;FALSCH;587
588;ANASSP.;Anastrepta sp.;Anastrepta sp.;;;FALSCH;588
589;ANARASS;Anastrophyllu assimile;Anastrophyllum assimile;;;FALSCH;589
590;ANARCAV;Anastrophyl cavifolium;Anastrophyllum cavifolium;;;FALSCH;590
591;ANARDON;Anastrophyll donnianum;Anastrophyllum donnianum;;;FALSCH;591
592;ANARHEL;Anastrophyl hellerianu;Anastrophyllum hellerianum;;;FALSCH;592
593;ANARJOE;Anastrophyl joergensen;Anastrophyllum joergensenii;;;FALSCH;593
594;ANARMIC;Anastrophyll michauxii;Anastrophyllum michauxii;;;FALSCH;594
595;ANARMIN;Anastrophyllum minutum;Anastrophyllum minutum;;;FALSCH;595
596;ANARSAX;Anastrophyllu saxicola;Anastrophyllum saxicola;;;FALSCH;596
597;ANARSPH;Anastrophyl sphenolobo;Anastrophyllum sphenoloboides;;;FALSCH;597
598;ANARSP.;Anastrophyllum sp.;Anastrophyllum sp.;;;FALSCH;598
599;ANCHARV;Anchusa arvensis;Anchusa arvensis;;;FALSCH;599
600;ANCHARE;Anchusa arvensis ag.;Anchusa arvensis agg.;;;FALSCH;600
601;ANCHAZU;Anchusa azurea;Anchusa azurea;;;FALSCH;601
602;ANCHOCH;Anchusa ochroleuca;Anchusa ochroleuca;;;FALSCH;602
603;ANCHOFF;Anchusa officinalis;Anchusa officinalis;;;FALSCH;603
604;ANCHOVA;Anchusa ovata;Anchusa ovata;;;FALSCH;604
605;ANCHSP.;Anchusa sp.;Anchusa sp.;;;FALSCH;605
606;ANDRALP;Andreaea alpestris;Andreaea alpestris;;;FALSCH;606
607;ANDRALI;Andreaea alpina;Andreaea alpina;;;FALSCH;607
608;ANDRBLY;Andreaea blytii;Andreaea blytii;;;FALSCH;608
609;ANDRCRA;Andreaea crassinervia;Andreaea crassinervia;;;FALSCH;609
610;ANDRFRI;Andreaea frigida;Andreaea frigida;;;FALSCH;610
611;ANDRHEI;Andreaea heinemannii;Andreaea heinemannii;;;FALSCH;611
612;ANDRMEG;Andreaea megistospora;Andreaea megistospora;;;FALSCH;612
613;ANDRMUT;Andreaea mutabilis;Andreaea mutabilis;;;FALSCH;613
614;ANDRNIV;Andreaea nivalis;Andreaea nivalis;;;FALSCH;614
615;ANDROBO;Andreaea obovata;Andreaea obovata;;;FALSCH;615
616;ANDRROT;Andreaea rothii;Andreaea rothii;;;FALSCH;616
617;ANDRROH;Andrea rothii s. falca;Andreaea rothii ssp. falcata;;;FALSCH;617
618;ANDRROI;Andrea rothii s. rothi;Andreaea rothii ssp. rothii;;;FALSCH;618
619;ANDRRUP;Andreaea rupestris;Andreaea rupestris;;;FALSCH;619
620;ANDRRUE;Andrea rupest v. papil;Andreaea rupestris var. papillosa;;;FALSCH;620
621;ANDRRUS;Andrea rupest v. rupes;Andreaea rupestris var. rupestris;;;FALSCH;621
622;ANDRSIN;Andreaea sinuosa;Andreaea sinuosa;;;FALSCH;622
623;ANDRSP.;Andreaea sp.;Andreaea sp.;;;FALSCH;623
624;ANDOPOL;Andromeda polifolia;Andromeda polifolia;;;FALSCH;624
625;ANDOSP.;Andromeda sp.;Andromeda sp.;;;FALSCH;625
626;ANDSALP;Androsace alpina;Androsace alpina;;;FALSCH;626
627;ANDSCHA;Androsace chamaejasme;Androsace chamaejasme;;;FALSCH;627
628;ANDSELO;Androsace elongata;Androsace elongata;;;FALSCH;628
629;ANDSHAU;Androsace hausmannii;Androsace hausmannii;;;FALSCH;629
630;ANDSHEL;Androsace helvetica;Androsace helvetica;;;FALSCH;630
631;ANDSLAC;Androsace lactea;Androsace lactea;;;FALSCH;631
632;ANDSMAX;Androsace maxima;Androsace maxima;;;FALSCH;632
633;ANDSOBT;Androsace obtusifolia;Androsace obtusifolia;;;FALSCH;633
634;ANDSSEP;Androsace septentriona;Androsace septentrionalis;;;FALSCH;634
635;ANDSVIL;Androsace villosa;Androsace villosa;;;FALSCH;635
636;ANDSVIT;Androsace vitaliana;Androsace vitaliana;;;FALSCH;636
637;ANDSWUL;Androsace wulfeniana;Androsace wulfeniana;;;FALSCH;637
638;ANDSSP.;Androsace sp.;Androsace sp.;;;FALSCH;638
639;ANDYINT;Andryala integrifolia;Andryala integrifolia;;;FALSCH;639
640;ANDYSP.;Andryala sp.;Andryala sp.;;;FALSCH;640
641;ANEMDEC;Anema decipiens;Anema decipiens;;;FALSCH;641
642;ANEMNOT;Anema notarisii;Anema notarisii;;;FALSCH;642
643;ANEMSP.;Anema sp.;Anema sp.;;;FALSCH;643
644;ANENAPE;Anemone apennina;Anemone apennina;;;FALSCH;644
645;ANENBAL;Anemone baldensis;Anemone baldensis;;;FALSCH;645
646;ANEONAR;Anemonastru narcissifl;Anemonastrum narcissiflorum;;;FALSCH;646
647;ANENNEM;Anemone nemorosa;Anemone nemorosa;;;FALSCH;647
648;ANENRAN;Anemone ranunculoides;Anemone ranunculoides;;;FALSCH;648
649;ANENSYL;Anemone sylvestris;Anemone sylvestris;;;FALSCH;649
650;ANENTRI;Anemone trifolia;Anemone trifolia;;;FALSCH;650
651;ANENSP.;Anemone sp.;Anemone sp.;;;FALSCH;651
652;ANETGRA;Anethum graveolens;Anethum graveolens;;;FALSCH;652
653;ANETSP.;Anethum sp.;Anethum sp.;;;FALSCH;653
654;ANEUPIN;Aneura pinguis;Aneura pinguis;;;FALSCH;654
655;ANEUSP.;Aneura sp.;Aneura sp.;;;FALSCH;655
656;ANGEARC;Angelica archangelica;Angelica archangelica;;;FALSCH;656
657;ANGEARH;Angeli archan s. archa;Angelica archangelica ssp. archangelica;;;FALSCH;657
658;ANGEARA;Angeli archan s. litor;Angelica archangelica ssp. litoralis;;;FALSCH;658
659;ANGEPAL;Angelica palustris;Angelica palustris;;;FALSCH;659
660;ANGESYL;Angelica sylvestris;Angelica sylvestris;;;FALSCH;660
661;ANGESP.;Angelica sp.;Angelica sp.;;;FALSCH;661
662;ANISBIF;Anisomeridium biforme;Anisomeridium biforme;;;FALSCH;662
663;ANISCAR;Anisomeridi carinthiac;Anisomeridium carinthiacum;;;FALSCH;663
664;ANISMAC;Anisomeridi macrocarpu;Anisomeridium macrocarpum;;;FALSCH;664
665;ANISNYS;Anisomeridi nyssaegenu;Anisomeridium nyssaegenum;;;FALSCH;665
666;ANISSP.;Anisomeridium sp.;Anisomeridium sp.;;;FALSCH;666
667;ANODCRI;Anoda cristata;Anoda cristata;;;FALSCH;667
668;ANODSP.;Anoda sp.;Anoda sp.;;;FALSCH;668
669;ANOEAES;Anoectangium aestivum;Anoectangium aestivum;;;FALSCH;669
670;ANOEHOR;Anoectangiu hornschuch;Anoectangium hornschuchianum;;;FALSCH;670
671;ANOESCH;Anoectangiu schliephac;Anoectangium schliephackei;;;FALSCH;671
672;ANOESEN;Anoectangiu sendtneria;Anoectangium sendtnerianum;;;FALSCH;672
673;ANOETAE;Anoectangiu taeniatifo;Anoectangium taeniatifolium;;;FALSCH;673
674;ANOETEN;Anoectangiu tenuinerve;Anoectangium tenuinerve;;;FALSCH;674
675;ANOEWAR;Anoectangium warburgii;Anoectangium warburgii;;;FALSCH;675
676;ANOESP.;Anoectangium sp.;Anoectangium sp.;;;FALSCH;676
677;ANOMJUL;Anomobryum julaceum;Anomobryum julaceum;;;FALSCH;677
678;ANOMLUS;Anomobryum lusitanicum;Anomobryum lusitanicum;;;FALSCH;678
